char,tex,pos,size,pos_off,pos_add,offset
練,0,"(270, 486)","(17, 17)","(16, 17)","(0, 0)",20
縁,1,"(72, 108)","(17, 17)","(16, 17)","(0, 0)",20
縄,0,"(36, 325)","(17, 17)","(16, 17)","(0, 0)",20
縛,0,"(342, 361)","(17, 17)","(16, 17)","(0, 0)",20
縫,0,"(306, 199)","(17, 17)","(16, 17)","(0, 0)",20
縮,0,"(72, 433)","(17, 17)","(16, 17)","(0, 0)",20
績,0,"(396, 305)","(17, 17)","(16, 17)","(0, 0)",20
繁,1,"(270, 108)","(17, 17)","(16, 17)","(0, 0)",20
織,0,"(0, 235)","(17, 17)","(16, 17)","(0, 0)",20
繰,0,"(0, 325)","(17, 17)","(16, 17)","(0, 0)",20
罠,2,"(52, 17)","(17, 16)","(16, 17)","(0, 1)",20
罪,2,"(443, 34)","(17, 16)","(16, 17)","(0, 1)",20
置,2,"(90, 0)","(17, 16)","(16, 17)","(0, 1)",20
罰,2,"(276, 172)","(16, 16)","(16, 17)","(0, 1)",20
署,2,"(318, 70)","(17, 16)","(16, 17)","(0, 1)",20
羅,2,"(139, 85)","(17, 16)","(16, 17)","(0, 1)",20
羊,0,"(144, 235)","(17, 17)","(16, 17)","(0, 0)",20
美,0,"(360, 109)","(17, 17)","(16, 17)","(0, 0)",20
群,0,"(198, 433)","(17, 17)","(16, 17)","(0, 0)",20
義,0,"(363, 37)","(17, 17)","(16, 17)","(0, 0)",20
羹,1,"(126, 0)","(17, 17)","(16, 17)","(0, 0)",20
羽,2,"(377, 154)","(16, 16)","(16, 17)","(0, 1)",20
翁,0,"(252, 324)","(17, 17)","(16, 17)","(0, 0)",20
翌,2,"(477, 85)","(17, 16)","(16, 17)","(0, 1)",20
習,2,"(379, 171)","(16, 16)","(16, 17)","(0, 1)",20
翻,0,"(252, 234)","(17, 17)","(16, 17)","(0, 1)",20
翼,1,"(262, 446)","(17, 16)","(16, 17)","(0, 1)",20
老,1,"(180, 126)","(17, 17)","(16, 17)","(0, 0)",20
考,0,"(414, 342)","(17, 17)","(16, 17)","(0, 0)",20
者,0,"(126, 181)","(17, 17)","(16, 17)","(0, 0)",20
耐,0,"(234, 342)","(17, 17)","(16, 17)","(0, 0)",20
耳,2,"(0, 17)","(17, 16)","(16, 17)","(0, 1)",20
聖,1,"(244, 447)","(17, 16)","(16, 17)","(0, 1)",20
聞,2,"(396, 173)","(16, 16)","(16, 17)","(1, 1)",20
聴,1,"(216, 18)","(17, 17)","(16, 17)","(0, 0)",20
職,0,"(198, 415)","(17, 17)","(16, 17)","(0, 0)",20
肉,2,"(336, 106)","(15, 17)","(16, 17)","(1, 0)",20
肌,1,"(36, 447)","(17, 16)","(16, 17)","(0, 1)",20
肖,2,"(261, 173)","(14, 17)","(16, 17)","(1, 0)",20
肝,0,"(372, 19)","(17, 17)","(16, 17)","(0, 1)",20
肢,0,"(54, 55)","(17, 17)","(16, 17)","(0, 0)",20
肥,2,"(389, 86)","(17, 16)","(16, 17)","(0, 1)",20
肩,1,"(0, 465)","(17, 16)","(16, 17)","(0, 1)",20
育,0,"(270, 252)","(17, 17)","(16, 17)","(0, 0)",20
肺,0,"(378, 233)","(17, 17)","(16, 17)","(0, 0)",20
胃,2,"(441, 122)","(15, 17)","(16, 17)","(1, 1)",20
胆,2,"(283, 17)","(17, 16)","(16, 17)","(0, 1)",20
背,0,"(354, 19)","(17, 17)","(16, 17)","(0, 0)",20
胞,1,"(126, 198)","(17, 17)","(16, 17)","(0, 0)",20
胡,1,"(234, 0)","(17, 17)","(16, 17)","(0, 0)",20
胴,1,"(18, 36)","(17, 17)","(16, 17)","(0, 1)",20
胸,1,"(450, 198)","(17, 17)","(16, 17)","(0, 0)",20
能,0,"(180, 343)","(17, 17)","(16, 17)","(0, 0)",20
脅,0,"(468, 473)","(17, 17)","(16, 17)","(0, 0)",20
脈,0,"(396, 215)","(17, 17)","(16, 17)","(0, 0)",20
脚,1,"(108, 162)","(17, 17)","(16, 17)","(0, 0)",20
脱,0,"(36, 253)","(17, 17)","(16, 17)","(0, 0)",20
脳,1,"(0, 482)","(16, 17)","(16, 17)","(0, 0)",20
腎,1,"(157, 396)","(16, 17)","(16, 17)","(1, 1)",20
腐,0,"(360, 127)","(17, 17)","(16, 17)","(0, 0)",20
腑,1,"(450, 108)","(17, 17)","(16, 17)","(0, 0)",20
腕,1,"(162, 36)","(17, 17)","(16, 17)","(0, 0)",20
腰,1,"(486, 72)","(17, 17)","(16, 17)","(0, 1)",20
腸,1,"(247, 396)","(17, 16)","(16, 17)","(0, 1)",20
腹,1,"(306, 72)","(17, 17)","(16, 17)","(0, 0)",20
膏,1,"(342, 90)","(17, 17)","(16, 17)","(0, 0)",20
膚,0,"(360, 381)","(17, 17)","(16, 17)","(0, 0)",20
膜,1,"(216, 144)","(17, 17)","(16, 17)","(0, 0)",20
臓,1,"(54, 162)","(17, 17)","(16, 17)","(0, 0)",20
臣,2,"(52, 138)","(16, 16)","(16, 17)","(1, 1)",20
臨,1,"(50, 413)","(17, 16)","(16, 17)","(1, 0)",20
自,2,"(497, 18)","(14, 17)","(16, 17)","(2, 0)",20
臭,0,"(444, 90)","(17, 17)","(16, 17)","(0, 0)",20
至,2,"(156, 172)","(17, 15)","(16, 17)","(0, 1)",20
致,0,"(216, 487)","(17, 17)","(16, 17)","(0, 0)",20
興,0,"(432, 396)","(17, 17)","(16, 17)","(0, 1)",20
舌,2,"(388, 120)","(17, 16)","(16, 17)","(0, 0)",20
舎,0,"(468, 491)","(17, 17)","(16, 17)","(0, 0)",20
舞,0,"(288, 126)","(17, 17)","(16, 17)","(0, 0)",20
舟,1,"(216, 306)","(17, 17)","(16, 17)","(0, 0)",20
航,1,"(180, 252)","(17, 17)","(16, 17)","(0, 0)",20
般,0,"(252, 450)","(17, 17)","(16, 17)","(0, 0)",20
舶,1,"(462, 378)","(16, 17)","(16, 17)","(0, 0)",20
船,1,"(252, 72)","(17, 17)","(16, 17)","(0, 0)",20
良,1,"(162, 126)","(17, 17)","(16, 17)","(0, 0)",20
色,1,"(342, 162)","(17, 17)","(16, 17)","(0, 0)",20
芝,1,"(18, 234)","(17, 17)","(16, 17)","(0, 0)",20
芯,0,"(216, 163)","(17, 17)","(16, 17)","(0, 0)",20
花,1,"(486, 108)","(17, 17)","(16, 17)","(0, 0)",20
芳,1,"(342, 216)","(17, 17)","(16, 17)","(0, 0)",20
芸,1,"(234, 108)","(17, 17)","(16, 17)","(0, 0)",20
芽,0,"(486, 437)","(17, 17)","(16, 17)","(0, 0)",20
若,2,"(230, 51)","(17, 16)","(16, 17)","(0, 0)",20
苦,0,"(198, 91)","(17, 17)","(16, 17)","(0, 0)",20
英,1,"(360, 18)","(17, 17)","(16, 17)","(0, 0)",20
茫,1,"(180, 180)","(17, 17)","(16, 17)","(0, 0)",20
茶,0,"(90, 163)","(17, 17)","(16, 17)","(0, 0)",20
草,0,"(342, 379)","(17, 17)","(16, 17)","(0, 0)",20
荒,1,"(18, 18)","(17, 17)","(16, 17)","(0, 0)",20
荘,0,"(256, 0)","(17, 17)","(16, 17)","(0, 0)",20
荷,0,"(288, 90)","(17, 17)","(16, 17)","(0, 0)",20
莫,1,"(324, 306)","(17, 17)","(16, 17)","(0, 0)",20
菅,0,"(378, 449)","(17, 17)","(16, 17)","(0, 0)",20
菌,2,"(425, 17)","(17, 16)","(16, 17)","(0, 0)",20
菓,1,"(306, 54)","(17, 17)","(16, 17)","(0, 0)",20
菜,0,"(126, 343)","(17, 17)","(16, 17)","(0, 0)",20
華,1,"(54, 54)","(17, 17)","(16, 17)","(0, 0)",20
萄,0,"(144, 307)","(17, 17)","(16, 17)","(0, 0)",20
萌,0,"(90, 415)","(17, 17)","(16, 17)","(0, 0)",20
落,0,"(18, 73)","(17, 17)","(16, 17)","(0, 0)",20
葉,0,"(36, 343)","(17, 17)","(16, 17)","(0, 0)",20
著,1,"(71, 467)","(17, 16)","(16, 17)","(0, 0)",20
葡,1,"(396, 306)","(17, 17)","(16, 17)","(0, 0)",20
葦,0,"(414, 270)","(17, 17)","(16, 17)","(0, 0)",20
葬,1,"(180, 198)","(17, 17)","(16, 17)","(0, 0)",20
蒸,0,"(126, 325)","(17, 17)","(16, 17)","(0, 0)",20
蓄,1,"(450, 54)","(17, 17)","(16, 17)","(0, 0)",20
蔵,0,"(198, 397)","(17, 17)","(16, 17)","(0, 0)",20
蔽,1,"(108, 72)","(17, 17)","(16, 17)","(0, 0)",20
蕎,1,"(288, 108)","(17, 17)","(16, 17)","(0, 0)",20
薄,0,"(72, 181)","(17, 17)","(16, 17)","(0, 0)",20
薇,0,"(234, 180)","(17, 17)","(16, 17)","(0, 0)",20
薔,1,"(72, 198)","(17, 17)","(16, 17)","(0, 0)",20
薪,1,"(162, 90)","(17, 17)","(16, 17)","(0, 0)",20
薫,0,"(126, 361)","(17, 17)","(16, 17)","(0, 0)",20
薬,1,"(450, 162)","(17, 17)","(16, 17)","(0, 0)",20
藤,1,"(378, 270)","(17, 17)","(16, 17)","(0, 0)",20
蘇,1,"(54, 270)","(17, 17)","(16, 17)","(0, 0)",20
蘭,0,"(234, 396)","(17, 17)","(16, 17)","(0, 0)",20
虐,1,"(342, 180)","(17, 17)","(16, 17)","(0, 0)",20
虚,0,"(126, 397)","(17, 17)","(16, 17)","(0, 0)",20
號,1,"(270, 324)","(17, 17)","(16, 17)","(0, 0)",20
虫,0,"(324, 145)","(17, 17)","(16, 17)","(0, 0)",20
蛇,1,"(414, 108)","(17, 17)","(16, 17)","(0, 0)",20
蜜,1,"(0, 396)","(16, 17)","(16, 17)","(1, 0)",20
蝋,1,"(90, 306)","(17, 17)","(16, 17)","(0, 0)",20
蝙,1,"(126, 324)","(17, 17)","(16, 17)","(0, 0)",20
蝠,1,"(216, 162)","(17, 17)","(16, 17)","(0, 0)",20
血,2,"(248, 34)","(17, 16)","(16, 17)","(0, 0)",20
衆,0,"(19, 19)","(17, 17)","(16, 17)","(0, 0)",20
行,1,"(468, 288)","(17, 17)","(16, 17)","(0, 0)",20
術,0,"(72, 253)","(17, 17)","(16, 17)","(0, 0)",20
街,1,"(432, 342)","(17, 17)","(16, 17)","(0, 0)",20
衛,1,"(90, 270)","(17, 17)","(16, 17)","(0, 0)",20
衝,1,"(396, 360)","(17, 17)","(16, 17)","(0, 0)",20
衣,1,"(324, 234)","(17, 17)","(16, 17)","(0, 0)",20
表,0,"(306, 397)","(17, 17)","(16, 17)","(0, 0)",20
衰,0,"(486, 419)","(17, 17)","(16, 17)","(0, 0)",20
袋,1,"(486, 144)","(17, 17)","(16, 17)","(0, 0)",20
袖,1,"(378, 306)","(17, 17)","(16, 17)","(0, 0)",20
被,0,"(54, 109)","(17, 17)","(16, 17)","(0, 0)",20
裁,1,"(162, 72)","(17, 17)","(16, 17)","(0, 0)",20
裂,1,"(144, 198)","(17, 17)","(16, 17)","(0, 0)",20
装,0,"(396, 413)","(17, 17)","(16, 17)","(0, 0)",20
裏,1,"(360, 72)","(17, 17)","(16, 17)","(0, 0)",20
裔,1,"(450, 342)","(17, 17)","(16, 17)","(0, 0)",20
補,1,"(234, 54)","(17, 17)","(16, 17)","(0, 0)",20
裸,1,"(162, 180)","(17, 17)","(16, 17)","(0, 0)",20
製,1,"(432, 144)","(17, 17)","(16, 17)","(0, 0)",20
複,1,"(270, 18)","(17, 17)","(16, 17)","(0, 0)",20
襟,1,"(432, 36)","(17, 17)","(16, 17)","(0, 0)",20
襲,1,"(162, 234)","(17, 17)","(16, 17)","(0, 0)",20
西,2,"(226, 172)","(17, 15)","(16, 17)","(0, 1)",20
要,2,"(159, 17)","(17, 16)","(16, 17)","(0, 1)",20
覆,1,"(18, 378)","(17, 17)","(16, 17)","(0, 1)",20
覇,0,"(219, 19)","(17, 17)","(16, 17)","(0, 1)",20
見,2,"(174, 121)","(17, 16)","(16, 17)","(0, 1)",20
規,1,"(144, 0)","(17, 17)","(16, 17)","(0, 0)",20
視,1,"(162, 144)","(17, 17)","(16, 17)","(0, 0)",20
覚,1,"(36, 36)","(17, 17)","(16, 17)","(0, 0)",20
覧,1,"(324, 198)","(17, 17)","(16, 17)","(0, 1)",20
親,1,"(360, 180)","(17, 17)","(16, 17)","(0, 0)",20
観,0,"(378, 359)","(17, 17)","(16, 17)","(0, 0)",20
覺,1,"(0, 198)","(17, 17)","(16, 17)","(0, 1)",20
角,1,"(34, 482)","(16, 17)","(16, 17)","(0, 0)",20
解,0,"(108, 361)","(17, 17)","(16, 17)","(0, 0)",20
触,1,"(378, 342)","(17, 17)","(16, 17)","(0, 0)",20
言,1,"(301, 378)","(17, 16)","(16, 17)","(0, 1)",20
訃,0,"(288, 72)","(17, 17)","(16, 17)","(0, 0)",20
計,0,"(486, 329)","(17, 17)","(16, 17)","(0, 0)",20
討,0,"(378, 251)","(17, 17)","(16, 17)","(0, 0)",20
訓,2,"(335, 88)","(16, 17)","(16, 17)","(0, 0)",20
託,2,"(192, 119)","(17, 16)","(16, 17)","(0, 1)",20
記,2,"(0, 102)","(17, 16)","(16, 17)","(0, 1)",20
訪,0,"(414, 161)","(17, 17)","(16, 17)","(0, 0)",20
設,1,"(126, 108)","(17, 17)","(16, 17)","(0, 1)",20
許,1,"(270, 288)","(17, 17)","(16, 17)","(0, 0)",20
訳,2,"(0, 0)","(17, 16)","(16, 17)","(0, 1)",20
訴,1,"(90, 198)","(17, 17)","(16, 17)","(0, 0)",20
診,0,"(72, 379)","(17, 17)","(16, 17)","(0, 0)",20
証,2,"(461, 34)","(17, 16)","(16, 17)","(0, 1)",20
詐,0,"(36, 163)","(17, 17)","(16, 17)","(0, 0)",20
評,2,"(88, 17)","(17, 16)","(16, 17)","(0, 1)",20
詞,2,"(174, 86)","(17, 16)","(16, 17)","(0, 1)",20
試,1,"(126, 288)","(17, 17)","(16, 17)","(0, 0)",20
詩,0,"(72, 325)","(17, 17)","(16, 17)","(0, 0)",20
詫,1,"(90, 36)","(17, 17)","(16, 17)","(0, 0)",20
詰,0,"(291, 36)","(17, 17)","(16, 17)","(0, 0)",20
話,1,"(226, 447)","(17, 16)","(16, 17)","(0, 1)",20
該,1,"(216, 126)","(17, 17)","(16, 17)","(0, 0)",20
詳,0,"(434, 108)","(17, 17)","(16, 17)","(0, 0)",20
誇,0,"(180, 415)","(17, 17)","(16, 17)","(0, 0)",20
誉,2,"(18, 102)","(17, 16)","(16, 17)","(0, 0)",20
誌,1,"(270, 126)","(17, 17)","(16, 17)","(0, 0)",20
認,2,"(371, 85)","(17, 16)","(16, 17)","(0, 1)",20
誓,0,"(342, 91)","(17, 17)","(16, 17)","(0, 0)",20
誕,2,"(177, 34)","(17, 16)","(16, 17)","(0, 1)",20
誘,1,"(108, 342)","(17, 17)","(16, 17)","(0, 0)",20
語,2,"(301, 0)","(17, 16)","(16, 17)","(0, 1)",20
誠,1,"(72, 252)","(17, 17)","(16, 17)","(0, 0)",20
誤,1,"(396, 216)","(17, 17)","(16, 17)","(0, 1)",20
説,0,"(36, 469)","(17, 17)","(16, 17)","(0, 0)",20
読,1,"(108, 234)","(17, 17)","(16, 17)","(0, 0)",20
誰,0,"(162, 325)","(17, 17)","(16, 17)","(0, 0)",20
課,1,"(198, 234)","(17, 17)","(16, 17)","(0, 1)",20
調,2,"(210, 120)","(17, 16)","(16, 17)","(0, 1)",20
談,1,"(450, 324)","(17, 17)","(16, 17)","(0, 0)",20
請,1,"(468, 72)","(17, 17)","(16, 17)","(0, 0)",20
論,1,"(360, 108)","(17, 17)","(16, 17)","(0, 0)",20
諜,1,"(252, 162)","(17, 17)","(16, 17)","(0, 0)",20
諧,0,"(414, 125)","(17, 17)","(16, 17)","(0, 0)",20
諸,2,"(157, 103)","(17, 16)","(16, 17)","(0, 0)",20
謀,1,"(126, 306)","(17, 17)","(16, 17)","(0, 0)",20
謎,0,"(324, 451)","(17, 17)","(16, 17)","(0, 0)",20
謔,0,"(327, 37)","(17, 17)","(16, 17)","(0, 0)",20
謙,0,"(270, 450)","(17, 17)","(16, 17)","(0, 0)",20
講,1,"(36, 144)","(17, 17)","(16, 17)","(0, 0)",20
謝,1,"(468, 252)","(17, 17)","(16, 17)","(0, 0)",20
謨,1,"(432, 288)","(17, 17)","(16, 17)","(0, 0)",20
謹,2,"(90, 480)","(17, 17)","(16, 17)","(0, 0)",20
識,1,"(0, 72)","(17, 17)","(16, 17)","(0, 0)",20
警,1,"(360, 36)","(17, 17)","(16, 17)","(0, 0)",20
議,0,"(90, 37)","(17, 17)","(16, 17)","(0, 0)",20
護,1,"(198, 54)","(17, 17)","(16, 17)","(0, 0)",20
讐,1,"(234, 342)","(17, 17)","(16, 17)","(0, 0)",20
谷,2,"(445, 0)","(17, 16)","(16, 17)","(0, 0)",20
豆,2,"(352, 222)","(17, 15)","(16, 17)","(0, 1)",20
豊,2,"(72, 480)","(17, 17)","(16, 17)","(0, 0)",20
象,1,"(198, 198)","(17, 17)","(16, 17)","(0, 0)",20
豪,1,"(54, 306)","(17, 17)","(16, 17)","(0, 0)",20
負,1,"(252, 36)","(17, 17)","(16, 17)","(0, 0)",20
財,1,"(288, 162)","(17, 17)","(16, 17)","(0, 0)",20
貧,0,"(234, 55)","(17, 17)","(16, 17)","(0, 0)",20
貨,0,"(54, 127)","(17, 17)","(16, 17)","(0, 0)",20
販,0,"(198, 73)","(17, 17)","(16, 17)","(0, 1)",20
貫,2,"(264, 104)","(17, 16)","(16, 17)","(0, 1)",20
責,1,"(450, 360)","(17, 17)","(16, 17)","(0, 0)",20
貯,1,"(270, 360)","(17, 17)","(16, 17)","(0, 0)",20
貴,0,"(450, 238)","(17, 17)","(16, 17)","(0, 0)",20
買,2,"(90, 51)","(17, 16)","(16, 17)","(0, 1)",20
貸,0,"(54, 163)","(17, 17)","(16, 17)","(0, 0)",20
費,0,"(270, 216)","(17, 17)","(16, 17)","(0, 0)",20
貼,1,"(414, 126)","(17, 17)","(16, 17)","(0, 0)",20
賀,1,"(306, 288)","(17, 17)","(16, 17)","(0, 0)",20
賃,1,"(234, 270)","(17, 17)","(16, 17)","(0, 0)",20
資,1,"(270, 144)","(17, 17)","(16, 17)","(0, 0)",20
賊,1,"(378, 180)","(17, 17)","(16, 17)","(0, 0)",20
賛,1,"(162, 216)","(17, 17)","(16, 17)","(0, 0)",20
賞,1,"(18, 324)","(17, 17)","(16, 17)","(0, 0)",20
賢,0,"(252, 486)","(17, 17)","(16, 17)","(0, 1)",20
質,1,"(126, 144)","(17, 17)","(16, 17)","(0, 0)",20
賭,1,"(18, 0)","(17, 17)","(16, 17)","(0, 0)",20
購,0,"(252, 378)","(17, 17)","(16, 17)","(0, 0)",20
贈,0,"(464, 18)","(17, 17)","(16, 17)","(0, 0)",20
赤,0,"(108, 433)","(17, 17)","(16, 17)","(0, 0)",20
赦,1,"(0, 270)","(17, 17)","(16, 17)","(0, 0)",20
走,0,"(108, 379)","(17, 17)","(16, 17)","(0, 0)",20
起,1,"(234, 72)","(17, 17)","(16, 17)","(0, 0)",20
超,1,"(126, 126)","(17, 17)","(16, 17)","(0, 0)",20
越,1,"(288, 288)","(17, 17)","(16, 17)","(0, 0)",20
趣,1,"(486, 36)","(17, 17)","(16, 17)","(0, 0)",20
足,1,"(298, 448)","(17, 16)","(16, 17)","(0, 1)",20
距,1,"(103, 447)","(17, 16)","(16, 17)","(0, 1)",20
跡,1,"(450, 216)","(17, 17)","(16, 17)","(0, 0)",20
路,0,"(72, 451)","(17, 17)","(16, 17)","(0, 0)",20
踊,1,"(316, 446)","(17, 16)","(16, 17)","(0, 1)",20
踏,1,"(265, 412)","(17, 16)","(16, 17)","(0, 0)",20
踪,1,"(180, 216)","(17, 17)","(16, 17)","(0, 0)",20
蹄,1,"(450, 90)","(17, 17)","(16, 17)","(0, 0)",20
蹴,1,"(180, 360)","(17, 17)","(16, 17)","(0, 0)",20
躍,2,"(317, 123)","(17, 16)","(16, 17)","(0, 1)",20
身,1,"(144, 36)","(17, 17)","(16, 17)","(0, 0)",20
車,1,"(252, 270)","(17, 17)","(16, 17)","(0, 0)",20
軍,2,"(461, 17)","(17, 16)","(16, 17)","(0, 1)",20
軒,0,"(426, 90)","(17, 17)","(16, 17)","(0, 0)",20
転,1,"(468, 126)","(17, 17)","(16, 17)","(0, 0)",20
軸,0,"(72, 397)","(17, 17)","(16, 17)","(0, 0)",20
軽,0,"(126, 271)","(17, 17)","(16, 17)","(0, 0)",20
較,1,"(0, 18)","(17, 17)","(16, 17)","(0, 0)",20
載,0,"(432, 432)","(17, 17)","(16, 17)","(0, 0)",20
輝,1,"(450, 18)","(17, 17)","(16, 17)","(0, 0)",20
輩,0,"(234, 360)","(17, 17)","(16, 17)","(0, 0)",20
輪,0,"(432, 324)","(17, 17)","(16, 17)","(0, 0)",20
輸,0,"(54, 199)","(17, 17)","(16, 17)","(0, 0)",20
轟,0,"(90, 343)","(17, 17)","(16, 17)","(0, 0)",20
辛,0,"(486, 347)","(17, 17)","(16, 17)","(0, 0)",20
辞,1,"(396, 234)","(17, 17)","(16, 17)","(0, 0)",20
辣,0,"(180, 181)","(17, 17)","(16, 17)","(0, 0)",20
辱,1,"(476, 412)","(17, 16)","(16, 17)","(0, 1)",20
辺,1,"(333, 464)","(17, 16)","(16, 17)","(0, 0)",20
辻,1,"(479, 395)","(17, 16)","(16, 17)","(0, 0)",20
込,2,"(226, 137)","(17, 16)","(16, 17)","(0, 1)",20
迅,0,"(18, 487)","(17, 17)","(16, 17)","(0, 0)",20
迎,2,"(463, 0)","(17, 16)","(16, 17)","(0, 1)",20
近,0,"(198, 163)","(17, 17)","(16, 17)","(0, 0)",20
返,2,"(265, 87)","(17, 16)","(16, 17)","(0, 0)",20
迫,1,"(18, 162)","(17, 17)","(16, 17)","(0, 0)",20
述,1,"(90, 126)","(17, 17)","(16, 17)","(0, 0)",20
迷,1,"(192, 431)","(17, 16)","(16, 17)","(0, 0)",20
追,0,"(270, 378)","(17, 17)","(16, 17)","(0, 0)",20
退,0,"(414, 450)","(17, 17)","(16, 17)","(0, 0)",20
送,0,"(234, 378)","(17, 17)","(16, 17)","(0, 0)",20
逃,0,"(450, 400)","(17, 17)","(16, 17)","(0, 0)",20
逆,1,"(18, 252)","(17, 17)","(16, 17)","(0, 0)",20
透,1,"(34, 396)","(17, 16)","(16, 17)","(0, 0)",20
途,2,"(177, 0)","(17, 16)","(16, 17)","(0, 0)",20
這,2,"(121, 88)","(17, 16)","(16, 17)","(0, 0)",20
通,2,"(36, 0)","(17, 16)","(16, 17)","(0, 1)",20
速,0,"(270, 414)","(17, 17)","(16, 17)","(0, 0)",20
造,0,"(144, 415)","(17, 17)","(16, 17)","(0, 0)",20
連,1,"(306, 162)","(17, 17)","(16, 17)","(0, 0)",20
逮,1,"(90, 108)","(17, 17)","(16, 17)","(0, 0)",20
週,2,"(121, 139)","(17, 16)","(16, 17)","(0, 1)",20
進,0,"(72, 217)","(17, 17)","(16, 17)","(0, 0)",20
逸,0,"(108, 469)","(17, 17)","(16, 17)","(0, 0)",20
遂,1,"(414, 234)","(17, 17)","(16, 17)","(0, 0)",20
遅,2,"(35, 68)","(17, 16)","(16, 17)","(0, 1)",20
遇,0,"(108, 109)","(17, 17)","(16, 17)","(0, 1)",20
遊,1,"(378, 324)","(17, 17)","(16, 17)","(0, 0)",20
運,2,"(54, 51)","(17, 16)","(16, 17)","(0, 0)",20
過,2,"(493, 103)","(17, 16)","(16, 17)","(0, 1)",20
道,1,"(72, 90)","(17, 17)","(16, 17)","(0, 0)",20
達,0,"(72, 271)","(17, 17)","(16, 17)","(0, 0)",20
違,0,"(396, 377)","(17, 17)","(16, 17)","(0, 0)",20
遠,0,"(342, 235)","(17, 17)","(16, 17)","(0, 0)",20
遣,0,"(396, 323)","(17, 17)","(16, 17)","(0, 0)",20
適,0,"(235, 37)","(17, 17)","(16, 17)","(0, 0)",20
遭,0,"(324, 235)","(17, 17)","(16, 17)","(0, 0)",20
選,1,"(126, 36)","(17, 17)","(16, 17)","(0, 0)",20
遺,0,"(252, 414)","(17, 17)","(16, 17)","(0, 0)",20
避,1,"(468, 90)","(17, 17)","(16, 17)","(0, 0)",20
還,0,"(73, 19)","(17, 17)","(16, 17)","(0, 1)",20
那,2,"(443, 17)","(17, 16)","(16, 17)","(0, 1)",20
邦,0,"(54, 181)","(17, 17)","(16, 17)","(0, 0)",20
邪,0,"(336, 19)","(17, 17)","(16, 17)","(0, 1)",20
邸,0,"(360, 471)","(17, 17)","(16, 17)","(0, 1)",20
郊,0,"(180, 361)","(17, 17)","(16, 17)","(0, 0)",20
郎,0,"(483, 185)","(17, 17)","(16, 17)","(0, 0)",20
部,0,"(90, 289)","(17, 17)","(16, 17)","(0, 0)",20
郵,0,"(162, 163)","(17, 17)","(16, 17)","(0, 1)",20
郷,0,"(462, 90)","(17, 17)","(16, 17)","(0, 0)",20
都,0,"(90, 307)","(17, 17)","(16, 17)","(0, 0)",20
配,1,"(454, 448)","(17, 16)","(16, 17)","(0, 1)",20
酒,1,"(432, 306)","(17, 17)","(16, 17)","(0, 0)",20
酔,0,"(306, 343)","(17, 17)","(16, 17)","(0, 0)",20
酬,1,"(144, 180)","(17, 17)","(16, 17)","(0, 0)",20
酷,2,"(139, 119)","(17, 16)","(16, 17)","(0, 0)",20
酸,0,"(126, 469)","(17, 17)","(16, 17)","(0, 0)",20
醒,2,"(318, 106)","(17, 16)","(16, 17)","(0, 1)",20
醜,0,"(198, 487)","(17, 17)","(16, 17)","(0, 0)",20
釈,0,"(324, 307)","(17, 17)","(16, 17)","(0, 1)",20
里,1,"(370, 448)","(17, 16)","(16, 17)","(0, 1)",20
重,2,"(390, 17)","(17, 16)","(16, 17)","(0, 0)",20
野,1,"(458, 414)","(17, 16)","(16, 17)","(0, 1)",20
量,2,"(479, 35)","(17, 16)","(16, 17)","(0, 1)",20
金,2,"(212, 51)","(17, 16)","(16, 17)","(0, 0)",20
針,1,"(324, 18)","(17, 17)","(16, 17)","(0, 0)",20
釣,0,"(234, 198)","(17, 17)","(16, 17)","(0, 0)",20
鈍,0,"(72, 469)","(17, 17)","(16, 17)","(0, 0)",20
鉄,0,"(486, 167)","(17, 17)","(16, 17)","(0, 0)",20
鉛,1,"(174, 396)","(17, 16)","(16, 17)","(0, 0)",20
鉢,1,"(198, 288)","(17, 17)","(16, 17)","(0, 0)",20
鉱,2,"(54, 480)","(17, 17)","(16, 17)","(0, 0)",20
銀,0,"(108, 37)","(17, 17)","(16, 17)","(0, 0)",20
銃,0,"(288, 361)","(17, 17)","(16, 17)","(0, 0)",20
銘,0,"(324, 181)","(17, 17)","(16, 17)","(0, 0)",20
銭,0,"(162, 487)","(17, 17)","(16, 17)","(0, 0)",20
鋭,0,"(91, 19)","(17, 17)","(16, 17)","(0, 0)",20
鋼,1,"(51, 482)","(16, 17)","(16, 17)","(0, 0)",20
錠,1,"(18, 306)","(17, 17)","(16, 17)","(0, 0)",20
錬,0,"(270, 108)","(17, 17)","(16, 17)","(0, 0)",20
録,1,"(162, 342)","(17, 17)","(16, 17)","(0, 0)",20
鍋,2,"(251, 480)","(16, 17)","(16, 17)","(0, 1)",20
鍛,0,"(435, 72)","(17, 17)","(16, 17)","(0, 0)",20
鍵,0,"(198, 451)","(17, 17)","(16, 17)","(0, 0)",20
鎖,0,"(414, 324)","(17, 17)","(16, 17)","(0, 0)",20
鏡,0,"(378, 197)","(17, 17)","(16, 17)","(0, 0)",20
鑑,1,"(306, 144)","(17, 17)","(16, 17)","(0, 0)",20
長,1,"(68, 414)","(17, 16)","(16, 17)","(0, 1)",20
門,2,"(362, 171)","(16, 16)","(16, 17)","(1, 1)",20
閃,2,"(259, 156)","(16, 16)","(16, 17)","(1, 1)",20
