char,tex,pos,size,pos_off,pos_add,offset
份,0,"(18, 225)","(17, 17)","(16, 17)","(0, 0)",20
仿,0,"(36, 225)","(17, 17)","(16, 17)","(0, 0)",20
企,0,"(54, 225)","(17, 17)","(16, 17)","(0, 0)",20
伊,0,"(72, 225)","(17, 17)","(16, 17)","(0, 0)",20
伍,0,"(90, 225)","(17, 17)","(16, 17)","(0, 0)",20
伏,0,"(108, 225)","(17, 17)","(16, 17)","(0, 0)",20
休,0,"(126, 225)","(17, 17)","(16, 17)","(0, 0)",20
众,0,"(144, 225)","(17, 17)","(16, 17)","(0, 0)",20
优,0,"(162, 225)","(17, 17)","(16, 17)","(0, 0)",20
伙,0,"(180, 225)","(17, 17)","(16, 17)","(0, 0)",20
会,0,"(198, 225)","(17, 17)","(16, 17)","(0, 0)",20
伝,0,"(216, 225)","(17, 17)","(16, 17)","(0, 0)",20
伟,0,"(234, 225)","(17, 17)","(16, 17)","(0, 0)",20
传,0,"(252, 225)","(17, 17)","(16, 17)","(0, 0)",20
伤,0,"(270, 225)","(17, 17)","(16, 17)","(0, 0)",20
伦,0,"(288, 225)","(17, 17)","(16, 17)","(0, 0)",20
伪,0,"(306, 225)","(17, 17)","(16, 17)","(0, 0)",20
伫,0,"(324, 225)","(17, 17)","(16, 17)","(0, 0)",20
伯,0,"(342, 225)","(17, 17)","(16, 17)","(0, 0)",20
估,0,"(360, 225)","(17, 17)","(16, 17)","(0, 0)",20
伴,0,"(378, 225)","(17, 17)","(16, 17)","(0, 0)",20
伶,0,"(396, 225)","(17, 17)","(16, 17)","(0, 0)",20
伸,0,"(414, 225)","(17, 17)","(16, 17)","(0, 0)",20
似,0,"(432, 225)","(17, 17)","(16, 17)","(0, 0)",20
但,0,"(450, 225)","(17, 17)","(16, 17)","(0, 0)",20
位,0,"(468, 225)","(17, 17)","(16, 17)","(0, 0)",20
低,0,"(486, 225)","(17, 17)","(16, 17)","(0, 0)",20
住,0,"(0, 243)","(17, 17)","(16, 17)","(0, 0)",20
佐,0,"(18, 243)","(17, 17)","(16, 17)","(0, 0)",20
佑,0,"(36, 243)","(17, 17)","(16, 17)","(0, 0)",20
体,0,"(54, 243)","(17, 17)","(16, 17)","(0, 0)",20
何,0,"(72, 243)","(17, 17)","(16, 17)","(0, 0)",20
余,0,"(90, 243)","(17, 17)","(16, 17)","(0, 0)",20
佛,0,"(108, 243)","(17, 17)","(16, 17)","(0, 0)",20
作,0,"(126, 243)","(17, 17)","(16, 17)","(0, 0)",20
你,0,"(144, 243)","(17, 17)","(16, 17)","(0, 0)",20
佣,0,"(162, 243)","(17, 17)","(16, 17)","(0, 0)",20
佩,0,"(180, 243)","(17, 17)","(16, 17)","(0, 0)",20
佳,0,"(198, 243)","(17, 17)","(16, 17)","(0, 0)",20
使,0,"(216, 243)","(17, 17)","(16, 17)","(0, 0)",20
侃,0,"(234, 243)","(17, 17)","(16, 17)","(0, 0)",20
例,0,"(252, 243)","(17, 17)","(16, 17)","(0, 0)",20
供,0,"(270, 243)","(17, 17)","(16, 17)","(0, 0)",20
依,0,"(288, 243)","(17, 17)","(16, 17)","(0, 0)",20
価,0,"(306, 243)","(17, 17)","(16, 17)","(0, 0)",20
侦,0,"(324, 243)","(17, 17)","(16, 17)","(0, 0)",20
侧,0,"(342, 243)","(17, 17)","(16, 17)","(0, 0)",20
侮,0,"(360, 243)","(17, 17)","(16, 17)","(0, 0)",20
侵,0,"(378, 243)","(17, 17)","(16, 17)","(0, 0)",20
便,0,"(396, 243)","(17, 17)","(16, 17)","(0, 0)",20
係,0,"(414, 243)","(17, 17)","(16, 17)","(0, 0)",20
俄,0,"(432, 243)","(17, 17)","(16, 17)","(0, 0)",20
俏,0,"(450, 243)","(17, 17)","(16, 17)","(0, 0)",20
俐,0,"(468, 243)","(17, 17)","(16, 17)","(0, 0)",20
俗,0,"(486, 243)","(17, 17)","(16, 17)","(0, 0)",20
保,0,"(0, 261)","(17, 17)","(16, 17)","(0, 0)",20
信,0,"(18, 261)","(17, 17)","(16, 17)","(0, 0)",20
俩,0,"(36, 261)","(17, 17)","(16, 17)","(0, 0)",20
修,0,"(54, 261)","(17, 17)","(16, 17)","(0, 0)",20
俯,0,"(72, 261)","(17, 17)","(16, 17)","(0, 0)",20
俱,0,"(90, 261)","(17, 17)","(16, 17)","(0, 0)",20
俺,0,"(108, 261)","(17, 17)","(16, 17)","(0, 0)",20
個,0,"(126, 261)","(17, 17)","(16, 17)","(0, 0)",20
倍,0,"(144, 261)","(17, 17)","(16, 17)","(0, 0)",20
倏,0,"(162, 261)","(17, 17)","(16, 17)","(0, 0)",20
倒,0,"(180, 261)","(17, 17)","(16, 17)","(0, 0)",20
候,0,"(198, 261)","(17, 17)","(16, 17)","(0, 0)",20
借,0,"(216, 261)","(17, 17)","(16, 17)","(0, 0)",20
値,0,"(234, 261)","(17, 17)","(16, 17)","(0, 0)",20
倫,0,"(252, 261)","(17, 17)","(16, 17)","(0, 0)",20
债,0,"(270, 261)","(17, 17)","(16, 17)","(0, 0)",20
值,0,"(288, 261)","(17, 17)","(16, 17)","(0, 0)",20
倾,0,"(306, 261)","(17, 17)","(16, 17)","(0, 0)",20
假,0,"(324, 261)","(17, 17)","(16, 17)","(0, 0)",20
偉,0,"(342, 261)","(17, 17)","(16, 17)","(0, 0)",20
偌,0,"(360, 261)","(17, 17)","(16, 17)","(0, 0)",20
偏,0,"(378, 261)","(17, 17)","(16, 17)","(0, 0)",20
做,0,"(396, 261)","(17, 17)","(16, 17)","(0, 0)",20
停,0,"(414, 261)","(17, 17)","(16, 17)","(0, 0)",20
健,0,"(432, 261)","(17, 17)","(16, 17)","(0, 0)",20
側,0,"(450, 261)","(17, 17)","(16, 17)","(0, 0)",20
偵,0,"(468, 261)","(17, 17)","(16, 17)","(0, 0)",20
偶,0,"(486, 261)","(17, 17)","(16, 17)","(0, 0)",20
偷,0,"(0, 279)","(17, 17)","(16, 17)","(0, 0)",20
偽,0,"(18, 279)","(17, 17)","(16, 17)","(0, 0)",20
偿,0,"(36, 279)","(17, 17)","(16, 17)","(0, 0)",20
傍,0,"(54, 279)","(17, 17)","(16, 17)","(0, 0)",20
備,0,"(72, 279)","(17, 17)","(16, 17)","(0, 0)",20
催,0,"(90, 279)","(17, 17)","(16, 17)","(0, 0)",20
傲,0,"(108, 279)","(17, 17)","(16, 17)","(0, 0)",20
傷,0,"(126, 279)","(17, 17)","(16, 17)","(0, 0)",20
傻,0,"(144, 279)","(17, 17)","(16, 17)","(0, 0)",20
傾,0,"(162, 279)","(17, 17)","(16, 17)","(0, 0)",20
像,0,"(180, 279)","(17, 17)","(16, 17)","(0, 0)",20
僧,0,"(198, 279)","(17, 17)","(16, 17)","(0, 0)",20
僵,0,"(216, 279)","(17, 17)","(16, 17)","(0, 0)",20
僻,0,"(234, 279)","(17, 17)","(16, 17)","(0, 0)",20
優,0,"(252, 279)","(17, 17)","(16, 17)","(0, 0)",20
儿,0,"(270, 279)","(17, 17)","(16, 17)","(0, 0)",20
允,0,"(288, 279)","(17, 17)","(16, 17)","(0, 0)",20
元,0,"(306, 279)","(17, 17)","(16, 17)","(0, 0)",20
兄,0,"(324, 279)","(17, 17)","(16, 17)","(0, 0)",20
充,0,"(342, 279)","(17, 17)","(16, 17)","(0, 0)",20
兆,0,"(360, 279)","(17, 17)","(16, 17)","(0, 0)",20
先,0,"(378, 279)","(17, 17)","(16, 17)","(0, 0)",20
光,0,"(396, 279)","(17, 17)","(16, 17)","(0, 0)",20
克,0,"(414, 279)","(17, 17)","(16, 17)","(0, 0)",20
免,0,"(432, 279)","(17, 17)","(16, 17)","(0, 0)",20
児,0,"(450, 279)","(17, 17)","(16, 17)","(0, 0)",20
兑,0,"(468, 279)","(17, 17)","(16, 17)","(0, 0)",20
兔,0,"(486, 279)","(17, 17)","(16, 17)","(0, 0)",20
党,0,"(0, 297)","(17, 17)","(16, 17)","(0, 0)",20
入,0,"(18, 297)","(17, 17)","(16, 17)","(0, 0)",20
全,0,"(36, 297)","(17, 17)","(16, 17)","(0, 0)",20
八,0,"(54, 297)","(17, 17)","(16, 17)","(0, 0)",20
公,0,"(72, 297)","(17, 17)","(16, 17)","(0, 0)",20
六,0,"(90, 297)","(17, 17)","(16, 17)","(0, 0)",20
兮,0,"(108, 297)","(17, 17)","(16, 17)","(0, 0)",20
兰,0,"(126, 297)","(17, 17)","(16, 17)","(0, 0)",20
共,0,"(144, 297)","(17, 17)","(16, 17)","(0, 0)",20
关,0,"(162, 297)","(17, 17)","(16, 17)","(0, 0)",20
兴,0,"(180, 297)","(17, 17)","(16, 17)","(0, 0)",20
兵,0,"(198, 297)","(17, 17)","(16, 17)","(0, 0)",20
其,0,"(216, 297)","(17, 17)","(16, 17)","(0, 0)",20
具,0,"(234, 297)","(17, 17)","(16, 17)","(0, 0)",20
典,0,"(252, 297)","(17, 17)","(16, 17)","(0, 0)",20
兹,0,"(270, 297)","(17, 17)","(16, 17)","(0, 0)",20
养,0,"(288, 297)","(17, 17)","(16, 17)","(0, 0)",20
兼,0,"(306, 297)","(17, 17)","(16, 17)","(0, 0)",20
兽,0,"(324, 297)","(17, 17)","(16, 17)","(0, 0)",20
内,0,"(342, 297)","(17, 17)","(16, 17)","(0, 0)",20
册,0,"(360, 297)","(17, 17)","(16, 17)","(0, 0)",20
再,0,"(378, 297)","(17, 17)","(16, 17)","(0, 0)",20
冒,0,"(396, 297)","(17, 17)","(16, 17)","(0, 0)",20
写,0,"(414, 297)","(17, 17)","(16, 17)","(0, 0)",20
军,0,"(432, 297)","(17, 17)","(16, 17)","(0, 0)",20
冠,0,"(450, 297)","(17, 17)","(16, 17)","(0, 0)",20
冤,0,"(468, 297)","(17, 17)","(16, 17)","(0, 0)",20
冥,0,"(486, 297)","(17, 17)","(16, 17)","(0, 0)",20
冬,0,"(0, 315)","(17, 17)","(16, 17)","(0, 0)",20
冰,0,"(18, 315)","(17, 17)","(16, 17)","(0, 0)",20
冲,0,"(36, 315)","(17, 17)","(16, 17)","(0, 0)",20
决,0,"(54, 315)","(17, 17)","(16, 17)","(0, 0)",20
况,0,"(72, 315)","(17, 17)","(16, 17)","(0, 0)",20
冷,0,"(90, 315)","(17, 17)","(16, 17)","(0, 0)",20
冻,0,"(108, 315)","(17, 17)","(16, 17)","(0, 0)",20
净,0,"(126, 315)","(17, 17)","(16, 17)","(0, 0)",20
凄,0,"(144, 315)","(17, 17)","(16, 17)","(0, 0)",20
准,0,"(162, 315)","(17, 17)","(16, 17)","(0, 0)",20
凉,0,"(180, 315)","(17, 17)","(16, 17)","(0, 0)",20
凌,0,"(198, 315)","(17, 17)","(16, 17)","(0, 0)",20
减,0,"(216, 315)","(17, 17)","(16, 17)","(0, 0)",20
凑,0,"(234, 315)","(17, 17)","(16, 17)","(0, 0)",20
凛,0,"(252, 315)","(17, 17)","(16, 17)","(0, 0)",20
凝,0,"(270, 315)","(17, 17)","(16, 17)","(0, 0)",20
几,0,"(288, 315)","(17, 17)","(16, 17)","(0, 0)",20
凡,0,"(306, 315)","(17, 17)","(16, 17)","(0, 0)",20
処,0,"(324, 315)","(17, 17)","(16, 17)","(0, 0)",20
凭,0,"(342, 315)","(17, 17)","(16, 17)","(0, 0)",20
凯,0,"(360, 315)","(17, 17)","(16, 17)","(0, 0)",20
凶,0,"(378, 315)","(17, 17)","(16, 17)","(0, 0)",20
凹,0,"(396, 315)","(17, 17)","(16, 17)","(0, 0)",20
出,0,"(414, 315)","(17, 17)","(16, 17)","(0, 0)",20
击,0,"(432, 315)","(17, 17)","(16, 17)","(0, 0)",20
凿,0,"(450, 315)","(17, 17)","(16, 17)","(0, 0)",20
刀,0,"(468, 315)","(17, 17)","(16, 17)","(0, 0)",20
刃,0,"(486, 315)","(17, 17)","(16, 17)","(0, 0)",20
分,0,"(0, 333)","(17, 17)","(16, 17)","(0, 0)",20
切,0,"(18, 333)","(17, 17)","(16, 17)","(0, 0)",20
刈,0,"(36, 333)","(17, 17)","(16, 17)","(0, 0)",20
刊,0,"(54, 333)","(17, 17)","(16, 17)","(0, 0)",20
刑,0,"(72, 333)","(17, 17)","(16, 17)","(0, 0)",20
划,0,"(90, 333)","(17, 17)","(16, 17)","(0, 0)",20
列,0,"(108, 333)","(17, 17)","(16, 17)","(0, 0)",20
则,0,"(126, 333)","(17, 17)","(16, 17)","(0, 0)",20
刚,0,"(144, 333)","(17, 17)","(16, 17)","(0, 0)",20
创,0,"(162, 333)","(17, 17)","(16, 17)","(0, 0)",20
初,0,"(180, 333)","(17, 17)","(16, 17)","(0, 0)",20
删,0,"(198, 333)","(17, 17)","(16, 17)","(0, 0)",20
判,0,"(216, 333)","(17, 17)","(16, 17)","(0, 0)",20
別,0,"(234, 333)","(17, 17)","(16, 17)","(0, 0)",20
利,0,"(252, 333)","(17, 17)","(16, 17)","(0, 0)",20
别,0,"(270, 333)","(17, 17)","(16, 17)","(0, 0)",20
刮,0,"(288, 333)","(17, 17)","(16, 17)","(0, 0)",20
到,0,"(306, 333)","(17, 17)","(16, 17)","(0, 0)",20
制,0,"(324, 333)","(17, 17)","(16, 17)","(0, 0)",20
刷,0,"(342, 333)","(17, 17)","(16, 17)","(0, 0)",20
券,0,"(360, 333)","(17, 17)","(16, 17)","(0, 0)",20
刹,0,"(378, 333)","(17, 17)","(16, 17)","(0, 0)",20
刺,0,"(396, 333)","(17, 17)","(16, 17)","(0, 0)",20
刻,0,"(414, 333)","(17, 17)","(16, 17)","(0, 0)",20
刽,0,"(432, 333)","(17, 17)","(16, 17)","(0, 0)",20
剂,0,"(450, 333)","(17, 17)","(16, 17)","(0, 0)",20
則,0,"(468, 333)","(17, 17)","(16, 17)","(0, 0)",20
削,0,"(486, 333)","(17, 17)","(16, 17)","(0, 0)",20
前,0,"(0, 351)","(17, 17)","(16, 17)","(0, 0)",20
剑,0,"(18, 351)","(17, 17)","(16, 17)","(0, 0)",20
剖,0,"(36, 351)","(17, 17)","(16, 17)","(0, 0)",20
剣,0,"(54, 351)","(17, 17)","(16, 17)","(0, 0)",20
剥,0,"(72, 351)","(17, 17)","(16, 17)","(0, 0)",20
剧,0,"(90, 351)","(17, 17)","(16, 17)","(0, 0)",20
剩,0,"(108, 351)","(17, 17)","(16, 17)","(0, 0)",20
剪,0,"(126, 351)","(17, 17)","(16, 17)","(0, 0)",20
副,0,"(144, 351)","(17, 17)","(16, 17)","(0, 0)",20
割,0,"(162, 351)","(17, 17)","(16, 17)","(0, 0)",20
劇,0,"(180, 351)","(17, 17)","(16, 17)","(0, 0)",20
劈,0,"(198, 351)","(17, 17)","(16, 17)","(0, 0)",20
力,0,"(216, 351)","(17, 17)","(16, 17)","(0, 0)",20
劝,0,"(234, 351)","(17, 17)","(16, 17)","(0, 0)",20
办,0,"(252, 351)","(17, 17)","(16, 17)","(0, 0)",20
功,0,"(270, 351)","(17, 17)","(16, 17)","(0, 0)",20
加,0,"(288, 351)","(17, 17)","(16, 17)","(0, 0)",20
务,0,"(306, 351)","(17, 17)","(16, 17)","(0, 0)",20
劣,0,"(324, 351)","(17, 17)","(16, 17)","(0, 0)",20
动,0,"(342, 351)","(17, 17)","(16, 17)","(0, 0)",20
助,0,"(360, 351)","(17, 17)","(16, 17)","(0, 0)",20
努,0,"(378, 351)","(17, 17)","(16, 17)","(0, 0)",20
劫,0,"(396, 351)","(17, 17)","(16, 17)","(0, 0)",20
励,0,"(414, 351)","(17, 17)","(16, 17)","(0, 0)",20
劲,0,"(432, 351)","(17, 17)","(16, 17)","(0, 0)",20
劳,0,"(450, 351)","(17, 17)","(16, 17)","(0, 0)",20
労,0,"(468, 351)","(17, 17)","(16, 17)","(0, 0)",20
効,0,"(486, 351)","(17, 17)","(16, 17)","(0, 0)",20
势,0,"(0, 369)","(17, 17)","(16, 17)","(0, 0)",20
勇,0,"(18, 369)","(17, 17)","(16, 17)","(0, 0)",20
勉,0,"(36, 369)","(17, 17)","(16, 17)","(0, 0)",20
勋,0,"(54, 369)","(17, 17)","(16, 17)","(0, 0)",20
勒,0,"(72, 369)","(17, 17)","(16, 17)","(0, 0)",20
動,0,"(90, 369)","(17, 17)","(16, 17)","(0, 0)",20
勘,0,"(108, 369)","(17, 17)","(16, 17)","(0, 0)",20
務,0,"(126, 369)","(17, 17)","(16, 17)","(0, 0)",20
勝,0,"(144, 369)","(17, 17)","(16, 17)","(0, 0)",20
募,0,"(162, 369)","(17, 17)","(16, 17)","(0, 0)",20
勤,0,"(180, 369)","(17, 17)","(16, 17)","(0, 0)",20
勺,0,"(198, 369)","(17, 17)","(16, 17)","(0, 0)",20
勾,0,"(216, 369)","(17, 17)","(16, 17)","(0, 0)",20
包,0,"(234, 369)","(17, 17)","(16, 17)","(0, 0)",20
匆,0,"(252, 369)","(17, 17)","(16, 17)","(0, 0)",20
匕,0,"(270, 369)","(17, 17)","(16, 17)","(0, 0)",20
化,0,"(288, 369)","(17, 17)","(16, 17)","(0, 0)",20
北,0,"(306, 369)","(17, 17)","(16, 17)","(0, 0)",20
匙,0,"(324, 369)","(17, 17)","(16, 17)","(0, 0)",20
匠,0,"(342, 369)","(17, 17)","(16, 17)","(0, 0)",20
匪,0,"(360, 369)","(17, 17)","(16, 17)","(0, 0)",20
匹,0,"(378, 369)","(17, 17)","(16, 17)","(0, 0)",20
区,0,"(396, 369)","(17, 17)","(16, 17)","(0, 0)",20
医,0,"(414, 369)","(17, 17)","(16, 17)","(0, 0)",20
匿,0,"(432, 369)","(17, 17)","(16, 17)","(0, 0)",20
十,0,"(450, 369)","(17, 17)","(16, 17)","(0, 0)",20
千,0,"(468, 369)","(17, 17)","(16, 17)","(0, 0)",20
升,0,"(486, 369)","(17, 17)","(16, 17)","(0, 0)",20
午,0,"(0, 387)","(17, 17)","(16, 17)","(0, 0)",20
半,0,"(18, 387)","(17, 17)","(16, 17)","(0, 0)",20
华,0,"(36, 387)","(17, 17)","(16, 17)","(0, 0)",20
协,0,"(54, 387)","(17, 17)","(16, 17)","(0, 0)",20
卑,0,"(72, 387)","(17, 17)","(16, 17)","(0, 0)",20
卒,0,"(90, 387)","(17, 17)","(16, 17)","(0, 0)",20
卓,0,"(108, 387)","(17, 17)","(16, 17)","(0, 0)",20
单,0,"(126, 387)","(17, 17)","(16, 17)","(0, 0)",20
卖,0,"(144, 387)","(17, 17)","(16, 17)","(0, 0)",20
博,0,"(162, 387)","(17, 17)","(16, 17)","(0, 0)",20
卜,0,"(180, 387)","(17, 17)","(16, 17)","(0, 0)",20
占,0,"(198, 387)","(17, 17)","(16, 17)","(0, 0)",20
卡,0,"(216, 387)","(17, 17)","(16, 17)","(0, 0)",20
卦,0,"(234, 387)","(17, 17)","(16, 17)","(0, 0)",20
卧,0,"(252, 387)","(17, 17)","(16, 17)","(0, 0)",20
卫,0,"(270, 387)","(17, 17)","(16, 17)","(0, 0)",20
卯,0,"(288, 387)","(17, 17)","(16, 17)","(0, 0)",20
印,0,"(306, 387)","(17, 17)","(16, 17)","(0, 0)",20
危,0,"(324, 387)","(17, 17)","(16, 17)","(0, 0)",20
即,0,"(342, 387)","(17, 17)","(16, 17)","(0, 0)",20
却,0,"(360, 387)","(17, 17)","(16, 17)","(0, 0)",20
卷,0,"(378, 387)","(17, 17)","(16, 17)","(0, 0)",20
卸,0,"(396, 387)","(17, 17)","(16, 17)","(0, 0)",20
卿,0,"(414, 387)","(17, 17)","(16, 17)","(0, 0)",20
厂,0,"(432, 387)","(17, 17)","(16, 17)","(0, 0)",20
厄,0,"(450, 387)","(17, 17)","(16, 17)","(0, 0)",20
厅,0,"(468, 387)","(17, 17)","(16, 17)","(0, 0)",20
历,0,"(486, 387)","(17, 17)","(16, 17)","(0, 0)",20
厉,0,"(0, 405)","(17, 17)","(16, 17)","(0, 0)",20
压,0,"(18, 405)","(17, 17)","(16, 17)","(0, 0)",20
厌,0,"(36, 405)","(17, 17)","(16, 17)","(0, 0)",20
厕,0,"(54, 405)","(17, 17)","(16, 17)","(0, 0)",20
厘,0,"(72, 405)","(17, 17)","(16, 17)","(0, 0)",20
厚,0,"(90, 405)","(17, 17)","(16, 17)","(0, 0)",20
原,0,"(108, 405)","(17, 17)","(16, 17)","(0, 0)",20
厢,0,"(126, 405)","(17, 17)","(16, 17)","(0, 0)",20
厥,0,"(144, 405)","(17, 17)","(16, 17)","(0, 0)",20
厳,0,"(162, 405)","(17, 17)","(16, 17)","(0, 0)",20
去,0,"(180, 405)","(17, 17)","(16, 17)","(0, 0)",20
叁,0,"(198, 405)","(17, 17)","(16, 17)","(0, 0)",20
参,0,"(216, 405)","(17, 17)","(16, 17)","(0, 0)",20
又,0,"(234, 405)","(17, 17)","(16, 17)","(0, 0)",20
叉,0,"(252, 405)","(17, 17)","(16, 17)","(0, 0)",20
及,0,"(270, 405)","(17, 17)","(16, 17)","(0, 0)",20
友,0,"(288, 405)","(17, 17)","(16, 17)","(0, 0)",20
双,0,"(306, 405)","(17, 17)","(16, 17)","(0, 0)",20
反,0,"(324, 405)","(17, 17)","(16, 17)","(0, 0)",20
収,0,"(342, 405)","(17, 17)","(16, 17)","(0, 0)",20
发,0,"(360, 405)","(17, 17)","(16, 17)","(0, 0)",20
叔,0,"(378, 405)","(17, 17)","(16, 17)","(0, 0)",20
取,0,"(396, 405)","(17, 17)","(16, 17)","(0, 0)",20
受,0,"(414, 405)","(17, 17)","(16, 17)","(0, 0)",20
变,0,"(432, 405)","(17, 17)","(16, 17)","(0, 0)",20
叙,0,"(450, 405)","(17, 17)","(16, 17)","(0, 0)",20
叛,0,"(468, 405)","(17, 17)","(16, 17)","(0, 0)",20
叠,0,"(486, 405)","(17, 17)","(16, 17)","(0, 0)",20
口,0,"(0, 423)","(17, 17)","(16, 17)","(0, 0)",20
古,0,"(18, 423)","(17, 17)","(16, 17)","(0, 0)",20
句,0,"(36, 423)","(17, 17)","(16, 17)","(0, 0)",20
另,0,"(54, 423)","(17, 17)","(16, 17)","(0, 0)",20
只,0,"(72, 423)","(17, 17)","(16, 17)","(0, 0)",20
叫,0,"(90, 423)","(17, 17)","(16, 17)","(0, 0)",20
召,0,"(108, 423)","(17, 17)","(16, 17)","(0, 0)",20
叭,0,"(126, 423)","(17, 17)","(16, 17)","(0, 0)",20
叮,0,"(144, 423)","(17, 17)","(16, 17)","(0, 0)",20
可,0,"(162, 423)","(17, 17)","(16, 17)","(0, 0)",20
台,0,"(180, 423)","(17, 17)","(16, 17)","(0, 0)",20
史,0,"(198, 423)","(17, 17)","(16, 17)","(0, 0)",20
右,0,"(216, 423)","(17, 17)","(16, 17)","(0, 0)",20
叶,0,"(234, 423)","(17, 17)","(16, 17)","(0, 0)",20
号,0,"(252, 423)","(17, 17)","(16, 17)","(0, 0)",20
司,0,"(270, 423)","(17, 17)","(16, 17)","(0, 0)",20
叹,0,"(288, 423)","(17, 17)","(16, 17)","(0, 0)",20
吃,0,"(306, 423)","(17, 17)","(16, 17)","(0, 0)",20
各,0,"(324, 423)","(17, 17)","(16, 17)","(0, 0)",20
合,0,"(342, 423)","(17, 17)","(16, 17)","(0, 0)",20
吉,0,"(360, 423)","(17, 17)","(16, 17)","(0, 0)",20
吊,0,"(378, 423)","(17, 17)","(16, 17)","(0, 0)",20
同,0,"(396, 423)","(17, 17)","(16, 17)","(0, 0)",20
名,0,"(414, 423)","(17, 17)","(16, 17)","(0, 0)",20
后,0,"(432, 423)","(17, 17)","(16, 17)","(0, 0)",20
吐,0,"(450, 423)","(17, 17)","(16, 17)","(0, 0)",20
向,0,"(468, 423)","(17, 17)","(16, 17)","(0, 0)",20
吓,0,"(486, 423)","(17, 17)","(16, 17)","(0, 0)",20
吗,0,"(0, 441)","(17, 17)","(16, 17)","(0, 0)",20
君,0,"(18, 441)","(17, 17)","(16, 17)","(0, 0)",20
吞,0,"(36, 441)","(17, 17)","(16, 17)","(0, 0)",20
吟,0,"(54, 441)","(17, 17)","(16, 17)","(0, 0)",20
否,0,"(72, 441)","(17, 17)","(16, 17)","(0, 0)",20
吧,0,"(90, 441)","(17, 17)","(16, 17)","(0, 0)",20
吩,0,"(108, 441)","(17, 17)","(16, 17)","(0, 0)",20
含,0,"(126, 441)","(17, 17)","(16, 17)","(0, 0)",20
听,0,"(144, 441)","(17, 17)","(16, 17)","(0, 0)",20
启,0,"(162, 441)","(17, 17)","(16, 17)","(0, 0)",20
吱,0,"(180, 441)","(17, 17)","(16, 17)","(0, 0)",20
吵,0,"(198, 441)","(17, 17)","(16, 17)","(0, 0)",20
吸,0,"(216, 441)","(17, 17)","(16, 17)","(0, 0)",20
吹,0,"(234, 441)","(17, 17)","(16, 17)","(0, 0)",20
吻,0,"(252, 441)","(17, 17)","(16, 17)","(0, 0)",20
吼,0,"(270, 441)","(17, 17)","(16, 17)","(0, 0)",20
吾,0,"(288, 441)","(17, 17)","(16, 17)","(0, 0)",20
呀,0,"(306, 441)","(17, 17)","(16, 17)","(0, 0)",20
呃,0,"(324, 441)","(17, 17)","(16, 17)","(0, 0)",20
呆,0,"(342, 441)","(17, 17)","(16, 17)","(0, 0)",20
呈,0,"(360, 441)","(17, 17)","(16, 17)","(0, 0)",20
告,0,"(378, 441)","(17, 17)","(16, 17)","(0, 0)",20
呐,0,"(396, 441)","(17, 17)","(16, 17)","(0, 0)",20
员,0,"(414, 441)","(17, 17)","(16, 17)","(0, 0)",20
呛,0,"(432, 441)","(17, 17)","(16, 17)","(0, 0)",20
呜,0,"(450, 441)","(17, 17)","(16, 17)","(0, 0)",20
呢,0,"(468, 441)","(17, 17)","(16, 17)","(0, 0)",20
周,0,"(486, 441)","(17, 17)","(16, 17)","(0, 0)",20
味,0,"(0, 459)","(17, 17)","(16, 17)","(0, 0)",20
呵,0,"(18, 459)","(17, 17)","(16, 17)","(0, 0)",20
呻,0,"(36, 459)","(17, 17)","(16, 17)","(0, 0)",20
呼,0,"(54, 459)","(17, 17)","(16, 17)","(0, 0)",20
命,0,"(72, 459)","(17, 17)","(16, 17)","(0, 0)",20
咀,0,"(90, 459)","(17, 17)","(16, 17)","(0, 0)",20
咆,0,"(108, 459)","(17, 17)","(16, 17)","(0, 0)",20
咋,0,"(126, 459)","(17, 17)","(16, 17)","(0, 0)",20
和,0,"(144, 459)","(17, 17)","(16, 17)","(0, 0)",20
咐,0,"(162, 459)","(17, 17)","(16, 17)","(0, 0)",20
咒,0,"(180, 459)","(17, 17)","(16, 17)","(0, 0)",20
咔,0,"(198, 459)","(17, 17)","(16, 17)","(0, 0)",20
咕,0,"(216, 459)","(17, 17)","(16, 17)","(0, 0)",20
咖,0,"(234, 459)","(17, 17)","(16, 17)","(0, 0)",20
咙,0,"(252, 459)","(17, 17)","(16, 17)","(0, 0)",20
咚,0,"(270, 459)","(17, 17)","(16, 17)","(0, 0)",20
咣,0,"(288, 459)","(17, 17)","(16, 17)","(0, 0)",20
咨,0,"(306, 459)","(17, 17)","(16, 17)","(0, 0)",20
咬,0,"(324, 459)","(17, 17)","(16, 17)","(0, 0)",20
咲,0,"(342, 459)","(17, 17)","(16, 17)","(0, 0)",20
咳,0,"(360, 459)","(17, 17)","(16, 17)","(0, 0)",20
咸,0,"(378, 459)","(17, 17)","(16, 17)","(0, 0)",20
咻,0,"(396, 459)","(17, 17)","(16, 17)","(0, 0)",20
咽,0,"(414, 459)","(17, 17)","(16, 17)","(0, 0)",20
哀,0,"(432, 459)","(17, 17)","(16, 17)","(0, 0)",20
品,0,"(450, 459)","(17, 17)","(16, 17)","(0, 0)",20
哄,0,"(468, 459)","(17, 17)","(16, 17)","(0, 0)",20
哇,0,"(486, 459)","(17, 17)","(16, 17)","(0, 0)",20
哈,0,"(0, 477)","(17, 17)","(16, 17)","(0, 0)",20
哉,0,"(18, 477)","(17, 17)","(16, 17)","(0, 0)",20
