char,tex,pos,size,pos_off,pos_add,offset 
案,2,"(270, 54)","(17, 17)","(16, 17)","(0, 0)",20
桌,2,"(288, 54)","(17, 17)","(16, 17)","(0, 0)",20
桑,2,"(306, 54)","(17, 17)","(16, 17)","(0, 0)",20
桔,2,"(324, 54)","(17, 17)","(16, 17)","(0, 0)",20
档,2,"(342, 54)","(17, 17)","(16, 17)","(0, 0)",20
桥,2,"(360, 54)","(17, 17)","(16, 17)","(0, 0)",20
桩,2,"(378, 54)","(17, 17)","(16, 17)","(0, 0)",20
桶,2,"(396, 54)","(17, 17)","(16, 17)","(0, 0)",20
梅,2,"(414, 54)","(17, 17)","(16, 17)","(0, 0)",20
梗,2,"(432, 54)","(17, 17)","(16, 17)","(0, 0)",20
梦,2,"(450, 54)","(17, 17)","(16, 17)","(0, 0)",20
梯,2,"(468, 54)","(17, 17)","(16, 17)","(0, 0)",20
械,2,"(486, 54)","(17, 17)","(16, 17)","(0, 0)",20
梳,2,"(0, 72)","(17, 17)","(16, 17)","(0, 0)",20
检,2,"(18, 72)","(17, 17)","(16, 17)","(0, 0)",20
棉,2,"(36, 72)","(17, 17)","(16, 17)","(0, 0)",20
棋,2,"(54, 72)","(17, 17)","(16, 17)","(0, 0)",20
棍,2,"(72, 72)","(17, 17)","(16, 17)","(0, 0)",20
棒,2,"(90, 72)","(17, 17)","(16, 17)","(0, 0)",20
棘,2,"(108, 72)","(17, 17)","(16, 17)","(0, 0)",20
棚,2,"(126, 72)","(17, 17)","(16, 17)","(0, 0)",20
森,2,"(144, 72)","(17, 17)","(16, 17)","(0, 0)",20
棵,2,"(162, 72)","(17, 17)","(16, 17)","(0, 0)",20
棺,2,"(180, 72)","(17, 17)","(16, 17)","(0, 0)",20
椅,2,"(198, 72)","(17, 17)","(16, 17)","(0, 0)",20
植,2,"(216, 72)","(17, 17)","(16, 17)","(0, 0)",20
椎,2,"(234, 72)","(17, 17)","(16, 17)","(0, 0)",20
椒,2,"(252, 72)","(17, 17)","(16, 17)","(0, 0)",20
検,2,"(270, 72)","(17, 17)","(16, 17)","(0, 0)",20
楚,2,"(288, 72)","(17, 17)","(16, 17)","(0, 0)",20
業,2,"(306, 72)","(17, 17)","(16, 17)","(0, 0)",20
極,2,"(324, 72)","(17, 17)","(16, 17)","(0, 0)",20
楼,2,"(342, 72)","(17, 17)","(16, 17)","(0, 0)",20
楽,2,"(360, 72)","(17, 17)","(16, 17)","(0, 0)",20
概,2,"(378, 72)","(17, 17)","(16, 17)","(0, 0)",20
榴,2,"(396, 72)","(17, 17)","(16, 17)","(0, 0)",20
榷,2,"(414, 72)","(17, 17)","(16, 17)","(0, 0)",20
榻,2,"(432, 72)","(17, 17)","(16, 17)","(0, 0)",20
構,2,"(450, 72)","(17, 17)","(16, 17)","(0, 0)",20
槌,2,"(468, 72)","(17, 17)","(16, 17)","(0, 0)",20
様,2,"(486, 72)","(17, 17)","(16, 17)","(0, 0)",20
槽,2,"(0, 90)","(17, 17)","(16, 17)","(0, 0)",20
模,2,"(18, 90)","(17, 17)","(16, 17)","(0, 0)",20
権,2,"(36, 90)","(17, 17)","(16, 17)","(0, 0)",20
横,2,"(54, 90)","(17, 17)","(16, 17)","(0, 0)",20
樱,2,"(72, 90)","(17, 17)","(16, 17)","(0, 0)",20
橘,2,"(90, 90)","(17, 17)","(16, 17)","(0, 0)",20
機,2,"(108, 90)","(17, 17)","(16, 17)","(0, 0)",20
橡,2,"(126, 90)","(17, 17)","(16, 17)","(0, 0)",20
檐,2,"(144, 90)","(17, 17)","(16, 17)","(0, 0)",20
欄,2,"(162, 90)","(17, 17)","(16, 17)","(0, 0)",20
欠,2,"(180, 90)","(17, 17)","(16, 17)","(0, 0)",20
次,2,"(198, 90)","(17, 17)","(16, 17)","(0, 0)",20
欢,2,"(216, 90)","(17, 17)","(16, 17)","(0, 0)",20
欣,2,"(234, 90)","(17, 17)","(16, 17)","(0, 0)",20
欧,2,"(252, 90)","(17, 17)","(16, 17)","(0, 0)",20
欲,2,"(270, 90)","(17, 17)","(16, 17)","(0, 0)",20
欺,2,"(288, 90)","(17, 17)","(16, 17)","(0, 0)",20
款,2,"(306, 90)","(17, 17)","(16, 17)","(0, 0)",20
歉,2,"(324, 90)","(17, 17)","(16, 17)","(0, 0)",20
歌,2,"(342, 90)","(17, 17)","(16, 17)","(0, 0)",20
止,2,"(360, 90)","(17, 17)","(16, 17)","(0, 0)",20
正,2,"(378, 90)","(17, 17)","(16, 17)","(0, 0)",20
此,2,"(396, 90)","(17, 17)","(16, 17)","(0, 0)",20
步,2,"(414, 90)","(17, 17)","(16, 17)","(0, 0)",20
武,2,"(432, 90)","(17, 17)","(16, 17)","(0, 0)",20
歧,2,"(450, 90)","(17, 17)","(16, 17)","(0, 0)",20
歩,2,"(468, 90)","(17, 17)","(16, 17)","(0, 0)",20
歪,2,"(486, 90)","(17, 17)","(16, 17)","(0, 0)",20
歴,2,"(0, 108)","(17, 17)","(16, 17)","(0, 0)",20
歹,2,"(18, 108)","(17, 17)","(16, 17)","(0, 0)",20
死,2,"(36, 108)","(17, 17)","(16, 17)","(0, 0)",20
殃,2,"(54, 108)","(17, 17)","(16, 17)","(0, 0)",20
殄,2,"(72, 108)","(17, 17)","(16, 17)","(0, 0)",20
殆,2,"(90, 108)","(17, 17)","(16, 17)","(0, 0)",20
殊,2,"(108, 108)","(17, 17)","(16, 17)","(0, 0)",20
残,2,"(126, 108)","(17, 17)","(16, 17)","(0, 0)",20
殖,2,"(144, 108)","(17, 17)","(16, 17)","(0, 0)",20
殴,2,"(162, 108)","(17, 17)","(16, 17)","(0, 0)",20
段,2,"(180, 108)","(17, 17)","(16, 17)","(0, 0)",20
殺,2,"(198, 108)","(17, 17)","(16, 17)","(0, 0)",20
殿,2,"(216, 108)","(17, 17)","(16, 17)","(0, 0)",20
毁,2,"(234, 108)","(17, 17)","(16, 17)","(0, 0)",20
母,2,"(252, 108)","(17, 17)","(16, 17)","(0, 0)",20
毎,2,"(270, 108)","(17, 17)","(16, 17)","(0, 0)",20
每,2,"(288, 108)","(17, 17)","(16, 17)","(0, 0)",20
毒,2,"(306, 108)","(17, 17)","(16, 17)","(0, 0)",20
比,2,"(324, 108)","(17, 17)","(16, 17)","(0, 0)",20
毕,2,"(342, 108)","(17, 17)","(16, 17)","(0, 0)",20
毙,2,"(360, 108)","(17, 17)","(16, 17)","(0, 0)",20
毛,2,"(378, 108)","(17, 17)","(16, 17)","(0, 0)",20
毫,2,"(396, 108)","(17, 17)","(16, 17)","(0, 0)",20
氏,2,"(414, 108)","(17, 17)","(16, 17)","(0, 0)",20
民,2,"(432, 108)","(17, 17)","(16, 17)","(0, 0)",20
气,2,"(450, 108)","(17, 17)","(16, 17)","(0, 0)",20
気,2,"(468, 108)","(17, 17)","(16, 17)","(0, 0)",20
氛,2,"(486, 108)","(17, 17)","(16, 17)","(0, 0)",20
氢,2,"(0, 126)","(17, 17)","(16, 17)","(0, 0)",20
氦,2,"(18, 126)","(17, 17)","(16, 17)","(0, 0)",20
水,2,"(36, 126)","(17, 17)","(16, 17)","(0, 0)",20
永,2,"(54, 126)","(17, 17)","(16, 17)","(0, 0)",20
汁,2,"(72, 126)","(17, 17)","(16, 17)","(0, 0)",20
求,2,"(90, 126)","(17, 17)","(16, 17)","(0, 0)",20
汇,2,"(108, 126)","(17, 17)","(16, 17)","(0, 0)",20
汉,2,"(126, 126)","(17, 17)","(16, 17)","(0, 0)",20
汗,2,"(144, 126)","(17, 17)","(16, 17)","(0, 0)",20
汚,2,"(162, 126)","(17, 17)","(16, 17)","(0, 0)",20
江,2,"(180, 126)","(17, 17)","(16, 17)","(0, 0)",20
池,2,"(198, 126)","(17, 17)","(16, 17)","(0, 0)",20
污,2,"(216, 126)","(17, 17)","(16, 17)","(0, 0)",20
汤,2,"(234, 126)","(17, 17)","(16, 17)","(0, 0)",20
汪,2,"(252, 126)","(17, 17)","(16, 17)","(0, 0)",20
汹,2,"(270, 126)","(17, 17)","(16, 17)","(0, 0)",20
決,2,"(288, 126)","(17, 17)","(16, 17)","(0, 0)",20
汽,2,"(306, 126)","(17, 17)","(16, 17)","(0, 0)",20
沁,2,"(324, 126)","(17, 17)","(16, 17)","(0, 0)",20
沃,2,"(342, 126)","(17, 17)","(16, 17)","(0, 0)",20
沈,2,"(360, 126)","(17, 17)","(16, 17)","(0, 0)",20
沉,2,"(378, 126)","(17, 17)","(16, 17)","(0, 0)",20
沏,2,"(396, 126)","(17, 17)","(16, 17)","(0, 0)",20
沙,2,"(414, 126)","(17, 17)","(16, 17)","(0, 0)",20
沛,2,"(432, 126)","(17, 17)","(16, 17)","(0, 0)",20
沟,2,"(450, 126)","(17, 17)","(16, 17)","(0, 0)",20
没,2,"(468, 126)","(17, 17)","(16, 17)","(0, 0)",20
沦,2,"(486, 126)","(17, 17)","(16, 17)","(0, 0)",20
沫,2,"(0, 144)","(17, 17)","(16, 17)","(0, 0)",20
河,2,"(18, 144)","(17, 17)","(16, 17)","(0, 0)",20
沸,2,"(36, 144)","(17, 17)","(16, 17)","(0, 0)",20
油,2,"(54, 144)","(17, 17)","(16, 17)","(0, 0)",20
治,2,"(72, 144)","(17, 17)","(16, 17)","(0, 0)",20
沾,2,"(90, 144)","(17, 17)","(16, 17)","(0, 0)",20
況,2,"(108, 144)","(17, 17)","(16, 17)","(0, 0)",20
泄,2,"(126, 144)","(17, 17)","(16, 17)","(0, 0)",20
泉,2,"(144, 144)","(17, 17)","(16, 17)","(0, 0)",20
泊,2,"(162, 144)","(17, 17)","(16, 17)","(0, 0)",20
泌,2,"(180, 144)","(17, 17)","(16, 17)","(0, 0)",20
法,2,"(198, 144)","(17, 17)","(16, 17)","(0, 0)",20
泡,2,"(216, 144)","(17, 17)","(16, 17)","(0, 0)",20
波,2,"(234, 144)","(17, 17)","(16, 17)","(0, 0)",20
泣,2,"(252, 144)","(17, 17)","(16, 17)","(0, 0)",20
泥,2,"(270, 144)","(17, 17)","(16, 17)","(0, 0)",20
注,2,"(288, 144)","(17, 17)","(16, 17)","(0, 0)",20
泪,2,"(306, 144)","(17, 17)","(16, 17)","(0, 0)",20
泰,2,"(324, 144)","(17, 17)","(16, 17)","(0, 0)",20
泳,2,"(342, 144)","(17, 17)","(16, 17)","(0, 0)",20
泽,2,"(360, 144)","(17, 17)","(16, 17)","(0, 0)",20
洁,2,"(378, 144)","(17, 17)","(16, 17)","(0, 0)",20
洋,2,"(396, 144)","(17, 17)","(16, 17)","(0, 0)",20
洒,2,"(414, 144)","(17, 17)","(16, 17)","(0, 0)",20
洗,2,"(432, 144)","(17, 17)","(16, 17)","(0, 0)",20
洛,2,"(450, 144)","(17, 17)","(16, 17)","(0, 0)",20
洞,2,"(468, 144)","(17, 17)","(16, 17)","(0, 0)",20
洪,2,"(486, 144)","(17, 17)","(16, 17)","(0, 0)",20
洲,2,"(0, 162)","(17, 17)","(16, 17)","(0, 0)",20
活,2,"(18, 162)","(17, 17)","(16, 17)","(0, 0)",20
洽,2,"(36, 162)","(17, 17)","(16, 17)","(0, 0)",20
派,2,"(54, 162)","(17, 17)","(16, 17)","(0, 0)",20
流,2,"(72, 162)","(17, 17)","(16, 17)","(0, 0)",20
浅,2,"(90, 162)","(17, 17)","(16, 17)","(0, 0)",20
浆,2,"(108, 162)","(17, 17)","(16, 17)","(0, 0)",20
浇,2,"(126, 162)","(17, 17)","(16, 17)","(0, 0)",20
浊,2,"(144, 162)","(17, 17)","(16, 17)","(0, 0)",20
测,2,"(162, 162)","(17, 17)","(16, 17)","(0, 0)",20
济,2,"(180, 162)","(17, 17)","(16, 17)","(0, 0)",20
浑,2,"(198, 162)","(17, 17)","(16, 17)","(0, 0)",20
浓,2,"(216, 162)","(17, 17)","(16, 17)","(0, 0)",20
浪,2,"(234, 162)","(17, 17)","(16, 17)","(0, 0)",20
浮,2,"(252, 162)","(17, 17)","(16, 17)","(0, 0)",20
浴,2,"(270, 162)","(17, 17)","(16, 17)","(0, 0)",20
海,2,"(288, 162)","(17, 17)","(16, 17)","(0, 0)",20
浸,2,"(306, 162)","(17, 17)","(16, 17)","(0, 0)",20
涂,2,"(324, 162)","(17, 17)","(16, 17)","(0, 0)",20
消,2,"(342, 162)","(17, 17)","(16, 17)","(0, 0)",20
涉,2,"(360, 162)","(17, 17)","(16, 17)","(0, 0)",20
涌,2,"(378, 162)","(17, 17)","(16, 17)","(0, 0)",20
涕,2,"(396, 162)","(17, 17)","(16, 17)","(0, 0)",20
涤,2,"(414, 162)","(17, 17)","(16, 17)","(0, 0)",20
润,2,"(432, 162)","(17, 17)","(16, 17)","(0, 0)",20
涩,2,"(450, 162)","(17, 17)","(16, 17)","(0, 0)",20
涯,2,"(468, 162)","(17, 17)","(16, 17)","(0, 0)",20
液,2,"(486, 162)","(17, 17)","(16, 17)","(0, 0)",20
涼,2,"(0, 180)","(17, 17)","(16, 17)","(0, 0)",20
淀,2,"(18, 180)","(17, 17)","(16, 17)","(0, 0)",20
淆,2,"(36, 180)","(17, 17)","(16, 17)","(0, 0)",20
淋,2,"(54, 180)","(17, 17)","(16, 17)","(0, 0)",20
淑,2,"(72, 180)","(17, 17)","(16, 17)","(0, 0)",20
淘,2,"(90, 180)","(17, 17)","(16, 17)","(0, 0)",20
淡,2,"(108, 180)","(17, 17)","(16, 17)","(0, 0)",20
深,2,"(126, 180)","(17, 17)","(16, 17)","(0, 0)",20
混,2,"(144, 180)","(17, 17)","(16, 17)","(0, 0)",20
淹,2,"(162, 180)","(17, 17)","(16, 17)","(0, 0)",20
添,2,"(180, 180)","(17, 17)","(16, 17)","(0, 0)",20
清,2,"(198, 180)","(17, 17)","(16, 17)","(0, 0)",20
済,2,"(216, 180)","(17, 17)","(16, 17)","(0, 0)",20
渊,2,"(234, 180)","(17, 17)","(16, 17)","(0, 0)",20
渍,2,"(252, 180)","(17, 17)","(16, 17)","(0, 0)",20
渎,2,"(270, 180)","(17, 17)","(16, 17)","(0, 0)",20
渐,2,"(288, 180)","(17, 17)","(16, 17)","(0, 0)",20
渗,2,"(306, 180)","(17, 17)","(16, 17)","(0, 0)",20
渠,2,"(324, 180)","(17, 17)","(16, 17)","(0, 0)",20
渡,2,"(342, 180)","(17, 17)","(16, 17)","(0, 0)",20
渣,2,"(360, 180)","(17, 17)","(16, 17)","(0, 0)",20
温,2,"(378, 180)","(17, 17)","(16, 17)","(0, 0)",20
港,2,"(396, 180)","(17, 17)","(16, 17)","(0, 0)",20
渲,2,"(414, 180)","(17, 17)","(16, 17)","(0, 0)",20
渴,2,"(432, 180)","(17, 17)","(16, 17)","(0, 0)",20
游,2,"(450, 180)","(17, 17)","(16, 17)","(0, 0)",20
渺,2,"(468, 180)","(17, 17)","(16, 17)","(0, 0)",20
湖,2,"(486, 180)","(17, 17)","(16, 17)","(0, 0)",20
湮,2,"(0, 198)","(17, 17)","(16, 17)","(0, 0)",20
湿,2,"(18, 198)","(17, 17)","(16, 17)","(0, 0)",20
満,2,"(36, 198)","(17, 17)","(16, 17)","(0, 0)",20
溃,2,"(54, 198)","(17, 17)","(16, 17)","(0, 0)",20
溅,2,"(72, 198)","(17, 17)","(16, 17)","(0, 0)",20
源,2,"(90, 198)","(17, 17)","(16, 17)","(0, 0)",20
準,2,"(108, 198)","(17, 17)","(16, 17)","(0, 0)",20
溜,2,"(126, 198)","(17, 17)","(16, 17)","(0, 0)",20
溶,2,"(144, 198)","(17, 17)","(16, 17)","(0, 0)",20
溺,2,"(162, 198)","(17, 17)","(16, 17)","(0, 0)",20
滋,2,"(180, 198)","(17, 17)","(16, 17)","(0, 0)",20
滑,2,"(198, 198)","(17, 17)","(16, 17)","(0, 0)",20
滓,2,"(216, 198)","(17, 17)","(16, 17)","(0, 0)",20
滔,2,"(234, 198)","(17, 17)","(16, 17)","(0, 0)",20
滚,2,"(252, 198)","(17, 17)","(16, 17)","(0, 0)",20
满,2,"(270, 198)","(17, 17)","(16, 17)","(0, 0)",20
滥,2,"(288, 198)","(17, 17)","(16, 17)","(0, 0)",20
滨,2,"(306, 198)","(17, 17)","(16, 17)","(0, 0)",20
滩,2,"(324, 198)","(17, 17)","(16, 17)","(0, 0)",20
滴,2,"(342, 198)","(17, 17)","(16, 17)","(0, 0)",20
漂,2,"(360, 198)","(17, 17)","(16, 17)","(0, 0)",20
漆,2,"(378, 198)","(17, 17)","(16, 17)","(0, 0)",20
漏,2,"(396, 198)","(17, 17)","(16, 17)","(0, 0)",20
漓,2,"(414, 198)","(17, 17)","(16, 17)","(0, 0)",20
演,2,"(432, 198)","(17, 17)","(16, 17)","(0, 0)",20
漠,2,"(450, 198)","(17, 17)","(16, 17)","(0, 0)",20
漢,2,"(468, 198)","(17, 17)","(16, 17)","(0, 0)",20
漫,2,"(486, 198)","(17, 17)","(16, 17)","(0, 0)",20
漱,2,"(0, 216)","(17, 17)","(16, 17)","(0, 0)",20
潔,2,"(18, 216)","(17, 17)","(16, 17)","(0, 0)",20
潜,2,"(36, 216)","(17, 17)","(16, 17)","(0, 0)",20
潦,2,"(54, 216)","(17, 17)","(16, 17)","(0, 0)",20
潮,2,"(72, 216)","(17, 17)","(16, 17)","(0, 0)",20
潸,2,"(90, 216)","(17, 17)","(16, 17)","(0, 0)",20
澈,2,"(108, 216)","(17, 17)","(16, 17)","(0, 0)",20
澡,2,"(126, 216)","(17, 17)","(16, 17)","(0, 0)",20
激,2,"(144, 216)","(17, 17)","(16, 17)","(0, 0)",20
濒,2,"(162, 216)","(17, 17)","(16, 17)","(0, 0)",20
濱,2,"(180, 216)","(17, 17)","(16, 17)","(0, 0)",20
灌,2,"(198, 216)","(17, 17)","(16, 17)","(0, 0)",20
火,2,"(216, 216)","(17, 17)","(16, 17)","(0, 0)",20
灭,2,"(234, 216)","(17, 17)","(16, 17)","(0, 0)",20
灯,2,"(252, 216)","(17, 17)","(16, 17)","(0, 0)",20
灰,2,"(270, 216)","(17, 17)","(16, 17)","(0, 0)",20
灵,2,"(288, 216)","(17, 17)","(16, 17)","(0, 0)",20
灼,2,"(306, 216)","(17, 17)","(16, 17)","(0, 0)",20
灾,2,"(324, 216)","(17, 17)","(16, 17)","(0, 0)",20
灿,2,"(342, 216)","(17, 17)","(16, 17)","(0, 0)",20
炉,2,"(360, 216)","(17, 17)","(16, 17)","(0, 0)",20
炎,2,"(378, 216)","(17, 17)","(16, 17)","(0, 0)",20
炒,2,"(396, 216)","(17, 17)","(16, 17)","(0, 0)",20
炖,2,"(414, 216)","(17, 17)","(16, 17)","(0, 0)",20
炫,2,"(432, 216)","(17, 17)","(16, 17)","(0, 0)",20
炭,2,"(450, 216)","(17, 17)","(16, 17)","(0, 0)",20
炮,2,"(468, 216)","(17, 17)","(16, 17)","(0, 0)",20
炯,2,"(486, 216)","(17, 17)","(16, 17)","(0, 0)",20
炸,2,"(0, 234)","(17, 17)","(16, 17)","(0, 0)",20
点,2,"(18, 234)","(17, 17)","(16, 17)","(0, 0)",20
炼,2,"(36, 234)","(17, 17)","(16, 17)","(0, 0)",20
炽,2,"(54, 234)","(17, 17)","(16, 17)","(0, 0)",20
烁,2,"(72, 234)","(17, 17)","(16, 17)","(0, 0)",20
烂,2,"(90, 234)","(17, 17)","(16, 17)","(0, 0)",20
烈,2,"(108, 234)","(17, 17)","(16, 17)","(0, 0)",20
烙,2,"(126, 234)","(17, 17)","(16, 17)","(0, 0)",20
烛,2,"(144, 234)","(17, 17)","(16, 17)","(0, 0)",20
烟,2,"(162, 234)","(17, 17)","(16, 17)","(0, 0)",20
烤,2,"(180, 234)","(17, 17)","(16, 17)","(0, 0)",20
烦,2,"(198, 234)","(17, 17)","(16, 17)","(0, 0)",20
烧,2,"(216, 234)","(17, 17)","(16, 17)","(0, 0)",20
烫,2,"(234, 234)","(17, 17)","(16, 17)","(0, 0)",20
热,2,"(252, 234)","(17, 17)","(16, 17)","(0, 0)",20
焉,2,"(270, 234)","(17, 17)","(16, 17)","(0, 0)",20
焚,2,"(288, 234)","(17, 17)","(16, 17)","(0, 0)",20
無,2,"(306, 234)","(17, 17)","(16, 17)","(0, 0)",20
焦,2,"(324, 234)","(17, 17)","(16, 17)","(0, 0)",20
焰,2,"(342, 234)","(17, 17)","(16, 17)","(0, 0)",20
然,2,"(360, 234)","(17, 17)","(16, 17)","(0, 0)",20
焼,2,"(378, 234)","(17, 17)","(16, 17)","(0, 0)",20
煎,2,"(396, 234)","(17, 17)","(16, 17)","(0, 0)",20
煞,2,"(414, 234)","(17, 17)","(16, 17)","(0, 0)",20
照,2,"(432, 234)","(17, 17)","(16, 17)","(0, 0)",20
煮,2,"(450, 234)","(17, 17)","(16, 17)","(0, 0)",20
熄,2,"(468, 234)","(17, 17)","(16, 17)","(0, 0)",20
熊,2,"(486, 234)","(17, 17)","(16, 17)","(0, 0)",20
熏,2,"(0, 252)","(17, 17)","(16, 17)","(0, 0)",20
熙,2,"(18, 252)","(17, 17)","(16, 17)","(0, 0)",20
熟,2,"(36, 252)","(17, 17)","(16, 17)","(0, 0)",20
熠,2,"(54, 252)","(17, 17)","(16, 17)","(0, 0)",20
熬,2,"(72, 252)","(17, 17)","(16, 17)","(0, 0)",20
熱,2,"(90, 252)","(17, 17)","(16, 17)","(0, 0)",20
燃,2,"(108, 252)","(17, 17)","(16, 17)","(0, 0)",20
燎,2,"(126, 252)","(17, 17)","(16, 17)","(0, 0)",20
爆,2,"(144, 252)","(17, 17)","(16, 17)","(0, 0)",20
爪,2,"(162, 252)","(17, 17)","(16, 17)","(0, 0)",20
爬,2,"(180, 252)","(17, 17)","(16, 17)","(0, 0)",20
爱,2,"(198, 252)","(17, 17)","(16, 17)","(0, 0)",20
爵,2,"(216, 252)","(17, 17)","(16, 17)","(0, 0)",20
父,2,"(234, 252)","(17, 17)","(16, 17)","(0, 0)",20
爷,2,"(252, 252)","(17, 17)","(16, 17)","(0, 0)",20
爸,2,"(270, 252)","(17, 17)","(16, 17)","(0, 0)",20
爽,2,"(288, 252)","(17, 17)","(16, 17)","(0, 0)",20
片,2,"(306, 252)","(17, 17)","(16, 17)","(0, 0)",20
版,2,"(324, 252)","(17, 17)","(16, 17)","(0, 0)",20
牌,2,"(342, 252)","(17, 17)","(16, 17)","(0, 0)",20
牙,2,"(360, 252)","(17, 17)","(16, 17)","(0, 0)",20
牛,2,"(378, 252)","(17, 17)","(16, 17)","(0, 0)",20
牢,2,"(396, 252)","(17, 17)","(16, 17)","(0, 0)",20
物,2,"(414, 252)","(17, 17)","(16, 17)","(0, 0)",20
牲,2,"(432, 252)","(17, 17)","(16, 17)","(0, 0)",20
牵,2,"(450, 252)","(17, 17)","(16, 17)","(0, 0)",20
特,2,"(468, 252)","(17, 17)","(16, 17)","(0, 0)",20
牺,2,"(486, 252)","(17, 17)","(16, 17)","(0, 0)",20
犀,2,"(0, 270)","(17, 17)","(16, 17)","(0, 0)",20
犬,2,"(18, 270)","(17, 17)","(16, 17)","(0, 0)",20
犯,2,"(36, 270)","(17, 17)","(16, 17)","(0, 0)",20
状,2,"(54, 270)","(17, 17)","(16, 17)","(0, 0)",20
犷,2,"(72, 270)","(17, 17)","(16, 17)","(0, 0)",20
犹,2,"(90, 270)","(17, 17)","(16, 17)","(0, 0)",20
狂,2,"(108, 270)","(17, 17)","(16, 17)","(0, 0)",20
狈,2,"(126, 270)","(17, 17)","(16, 17)","(0, 0)",20
狐,2,"(144, 270)","(17, 17)","(16, 17)","(0, 0)",20
狗,2,"(162, 270)","(17, 17)","(16, 17)","(0, 0)",20
狙,2,"(180, 270)","(17, 17)","(16, 17)","(0, 0)",20
狠,2,"(198, 270)","(17, 17)","(16, 17)","(0, 0)",20
狡,2,"(216, 270)","(17, 17)","(16, 17)","(0, 0)",20
狩,2,"(234, 270)","(17, 17)","(16, 17)","(0, 0)",20
独,2,"(252, 270)","(17, 17)","(16, 17)","(0, 0)",20
狭,2,"(270, 270)","(17, 17)","(16, 17)","(0, 0)",20
狮,2,"(288, 270)","(17, 17)","(16, 17)","(0, 0)",20
狱,2,"(306, 270)","(17, 17)","(16, 17)","(0, 0)",20
狼,2,"(324, 270)","(17, 17)","(16, 17)","(0, 0)",20
猎,2,"(342, 270)","(17, 17)","(16, 17)","(0, 0)",20
猛,2,"(360, 270)","(17, 17)","(16, 17)","(0, 0)",20
猜,2,"(378, 270)","(17, 17)","(16, 17)","(0, 0)",20
猩,2,"(396, 270)","(17, 17)","(16, 17)","(0, 0)",20
猫,2,"(414, 270)","(17, 17)","(16, 17)","(0, 0)",20
献,2,"(432, 270)","(17, 17)","(16, 17)","(0, 0)",20
猴,2,"(450, 270)","(17, 17)","(16, 17)","(0, 0)",20
猾,2,"(468, 270)","(17, 17)","(16, 17)","(0, 0)",20
獄,2,"(486, 270)","(17, 17)","(16, 17)","(0, 0)",20
玄,2,"(0, 288)","(17, 17)","(16, 17)","(0, 0)",20
率,2,"(18, 288)","(17, 17)","(16, 17)","(0, 0)",20
玉,2,"(36, 288)","(17, 17)","(16, 17)","(0, 0)",20
王,2,"(54, 288)","(17, 17)","(16, 17)","(0, 0)",20
玛,2,"(72, 288)","(17, 17)","(16, 17)","(0, 0)",20
玩,2,"(90, 288)","(17, 17)","(16, 17)","(0, 0)",20
玫,2,"(108, 288)","(17, 17)","(16, 17)","(0, 0)",20
环,2,"(126, 288)","(17, 17)","(16, 17)","(0, 0)",20
现,2,"(144, 288)","(17, 17)","(16, 17)","(0, 0)",20
玷,2,"(162, 288)","(17, 17)","(16, 17)","(0, 0)",20
玻,2,"(180, 288)","(17, 17)","(16, 17)","(0, 0)",20
珀,2,"(198, 288)","(17, 17)","(16, 17)","(0, 0)",20
珍,2,"(216, 288)","(17, 17)","(16, 17)","(0, 0)",20
珠,2,"(234, 288)","(17, 17)","(16, 17)","(0, 0)",20
班,2,"(252, 288)","(17, 17)","(16, 17)","(0, 0)",20
現,2,"(270, 288)","(17, 17)","(16, 17)","(0, 0)",20
球,2,"(288, 288)","(17, 17)","(16, 17)","(0, 0)",20
理,2,"(306, 288)","(17, 17)","(16, 17)","(0, 0)",20
琴,2,"(324, 288)","(17, 17)","(16, 17)","(0, 0)",20
瑟,2,"(342, 288)","(17, 17)","(16, 17)","(0, 0)",20
瑰,2,"(360, 288)","(17, 17)","(16, 17)","(0, 0)",20
璃,2,"(378, 288)","(17, 17)","(16, 17)","(0, 0)",20
瓜,2,"(396, 288)","(17, 17)","(16, 17)","(0, 0)",20
瓦,2,"(414, 288)","(17, 17)","(16, 17)","(0, 0)",20
瓮,2,"(432, 288)","(17, 17)","(16, 17)","(0, 0)",20
瓶,2,"(450, 288)","(17, 17)","(16, 17)","(0, 0)",20
甘,2,"(468, 288)","(17, 17)","(16, 17)","(0, 0)",20
甚,2,"(486, 288)","(17, 17)","(16, 17)","(0, 0)",20
甜,2,"(0, 306)","(17, 17)","(16, 17)","(0, 0)",20
生,2,"(18, 306)","(17, 17)","(16, 17)","(0, 0)",20
用,2,"(36, 306)","(17, 17)","(16, 17)","(0, 0)",20
甩,2,"(54, 306)","(17, 17)","(16, 17)","(0, 0)",20
田,2,"(72, 306)","(17, 17)","(16, 17)","(0, 0)",20
由,2,"(90, 306)","(17, 17)","(16, 17)","(0, 0)",20
甲,2,"(108, 306)","(17, 17)","(16, 17)","(0, 0)",20
申,2,"(126, 306)","(17, 17)","(16, 17)","(0, 0)",20
电,2,"(144, 306)","(17, 17)","(16, 17)","(0, 0)",20
男,2,"(162, 306)","(17, 17)","(16, 17)","(0, 0)",20
画,2,"(180, 306)","(17, 17)","(16, 17)","(0, 0)",20
畅,2,"(198, 306)","(17, 17)","(16, 17)","(0, 0)",20
界,2,"(216, 306)","(17, 17)","(16, 17)","(0, 0)",20
