char,tex,pos,size,pos_off,pos_add,offset
默,0,"(90, 488)","(17, 17)","(16, 17)","(0, 0)",20
龍,0,"(108, 488)","(17, 17)","(16, 17)","(0, 0)",20
龙,0,"(126, 488)","(17, 17)","(16, 17)","(0, 0)",20
！,0,"(144, 488)","(6, 13)","(5, 17)","(0, 2)",20
（,0,"(151, 488)","(7, 18)","(8, 17)","(2, 0)",20
）,0,"(159, 488)","(7, 18)","(8, 17)","(0, 0)",20
－,0,"(167, 488)","(13, 4)","(12, 17)","(0, 7)",20
．,0,"(181, 488)","(6, 6)","(8, 17)","(0, 10)",20
０,0,"(188, 488)","(13, 13)","(11, 17)","(0, 2)",20
１,0,"(202, 488)","(8, 13)","(8, 17)","(0, 2)",20
２,0,"(211, 488)","(11, 13)","(9, 17)","(0, 2)",20
３,0,"(223, 488)","(11, 13)","(9, 17)","(0, 2)",20
４,0,"(235, 488)","(13, 13)","(11, 17)","(0, 2)",20
５,0,"(249, 488)","(11, 13)","(10, 17)","(0, 2)",20
６,0,"(261, 488)","(12, 13)","(10, 17)","(0, 2)",20
７,0,"(274, 488)","(12, 13)","(10, 17)","(0, 2)",20
８,0,"(287, 488)","(11, 13)","(9, 17)","(0, 2)",20
：,0,"(299, 488)","(6, 12)","(8, 17)","(1, 3)",20
Ｈ,0,"(306, 488)","(12, 13)","(10, 17)","(0, 2)",20
Ｘ,0,"(319, 488)","(14, 14)","(12, 17)","(0, 2)",20
